RECIPE_ID,RECIPE_NM_KO,IRDNT_NM,IRDNT_CPCTY,IRDNT_TY_NM,SCORE
1,나물비빔밥,간장,약간,양념,3
1,나물비빔밥,계란,1개,부재료,1
1,나물비빔밥,고사리,20g,주재료,4
1,나물비빔밥,고추장,1/2큰술,양념,5
1,나물비빔밥,다진마늘,약간,양념,2
1,나물비빔밥,다진파,약간,양념,2
1,나물비빔밥,도라지,20g,부재료,1
1,나물비빔밥,돼지고기,200g,주재료,4
1,나물비빔밥,묵,1/2모,부재료,1
1,나물비빔밥,미나리,20g,주재료,4
1,나물비빔밥,설탕,약간,양념,2
1,나물비빔밥,소금,약간,양념,2
1,나물비빔밥,쇠고기,100g,부재료,1
1,나물비빔밥,숙주,20g,주재료,4
1,나물비빔밥,밥,4컵,주재료,5
1,나물비빔밥,참기름,약간,양념,3
1,나물비빔밥,콩나물,20g,주재료,5
2,오곡밥,멥쌀,1컵,주재료,4
2,오곡밥,소금,약간,양념,3
2,오곡밥,수수,1컵,주재료,4
2,오곡밥,차조,1컵,주재료,4
2,오곡밥,찹쌀,2컵,주재료,5
2,오곡밥,콩,1/2컵,부재료,1
2,오곡밥,팥,1/2컵,부재료,1
3,잡채밥,간장,4큰술,양념,3
3,잡채밥,고추,약간,부재료,1
3,잡채밥,다진마늘,1큰술,양념,3
3,잡채밥,다진파,2큰술,양념,2
3,잡채밥,당근,1/2개,부재료,1
3,잡채밥,당면,50g,주재료,5
3,잡채밥,돼지고기,100g,주재료,4
3,잡채밥,밥,3공기,주재료,5
3,잡채밥,부추,30g,부재료,1
3,잡채밥,소금,약간,양념,3
3,잡채밥,참기름,1큰술,양념,3
3,잡채밥,표고버섯,2장,부재료,1
3,잡채밥,호박,1/4개,부재료,1
3,잡채밥,후춧가루,약간,양념,2
4,콩나물밥,간장,4큰술,양념,3
4,콩나물밥,고춧가루,조금,양념,2
4,콩나물밥,깨소금,1큰술,양념,2
4,콩나물밥,마늘,2쪽,양념,3
4,콩나물밥,소금,약간,양념,3
4,콩나물밥,쇠고기,100g,주재료,4
4,콩나물밥,밥,2컵,주재료,5
4,콩나물밥,참기름,1큰술,양념,3
4,콩나물밥,콩나물,300g,주재료,5
4,콩나물밥,파,1/2개,부재료,1
4,콩나물밥,후춧가루,약간,양념,2
5,약식,간장,1/3컵,양념,3
5,약식,계피,1/2큰술,양념,5
5,약식,대추,50g,부재료,1
5,약식,물엿,적당량,양념,3
5,약식,밤,200g,부재료,1
5,약식,설탕,1컵,양념,3
5,약식,식용유,3큰술,양념,3
5,약식,잣,1큰술,부재료,1
5,약식,찹쌀,3컵,주재료,5
6,호박죽,설탕,약간,양념,3
6,호박죽,소금,약간,양념,2
6,호박죽,찹쌀,2컵,주재료,4
6,호박죽,팥,1컵,부재료,1
6,호박죽,호박,1/2개,주재료,5
7,흑임자죽,설탕,약간,양념,3
7,흑임자죽,소금,약간,양념,2
7,흑임자죽,밥,1컵,주재료,5
7,흑임자죽,흑임자,1/2컵,주재료,5
8,카레라이스,감자,2개,부재료,1
8,카레라이스,당근,1/2개,부재료,1
8,카레라이스,밥,4공기,주재료,5
8,카레라이스,소금,약간,양념,2
8,카레라이스,쇠고기,200g,부재료,1
8,카레라이스,양파,1개,부재료,1
8,카레라이스,완두콩,4큰술,부재료,1
8,카레라이스,우유,1/2컵,양념,2
8,카레라이스,카레가루,70g,주재료,5
8,카레라이스,후춧가루,약간,양념,2
9,오므라이스,계란,3개,주재료,5
9,오므라이스,다시마,1장,양념,2
9,오므라이스,당근,1/3개,부재료,1
9,오므라이스,멸치,한 줌,양념,2
9,오므라이스,밥,2공기,주재료,5
9,오므라이스,소금,약간,양념,3
9,오므라이스,쌈장,3큰술,양념,2
9,오므라이스,양파,1/4개,부재료,1
9,오므라이스,오이,1/3개,부재료,1
9,오므라이스,전분,약간,부재료,1
9,오므라이스,피망,1/2개,부재료,1
9,오므라이스,후춧가루,약간,양념,2
10,감자수제비,간장,약간,양념,3
10,감자수제비,감자,2개,주재료,5
10,감자수제비,고추,1개,부재료,1
10,감자수제비,멸치,10마리,양념,2
10,감자수제비,밀가루,4컵,주재료,5
10,감자수제비,소금,약간,양념,3
10,감자수제비,실파,2뿌리,부재료,1
10,감자수제비,애호박,1/2개,부재료,1
10,감자수제비,양념장,적당량,양념,3
10,감자수제비,참기름,약간,양념,2
11,냉면,계란,2개,부재료,1
11,냉면,냉면,400g,주재료,5
11,냉면,동치미국물,1개,주재료,4
11,냉면,동치미무,1개,부재료,1
11,냉면,배,1개,부재료,1
11,냉면,설탕,1큰술,양념,2
11,냉면,소금,약간,양념,2
11,냉면,쇠고기,300g,부재료,1
11,냉면,쇠고기육수,4컵,주재료,4
11,냉면,식초,2큰술,양념,3
11,냉면,오이,1개,부재료,1
12,동치미막국수,간장,1큰술,양념,2
12,동치미막국수,계란,1개,부재료,1
12,동치미막국수,고추,1개,부재료,1
12,동치미막국수,국수,400g,주재료,5
12,동치미막국수,깨소금,약간,양념,2
12,동치미막국수,동치미국물,8컵,부재료,1
12,동치미막국수,동치미무,1/4개,주재료,5
12,동치미막국수,설탕,1/4작은술,양념,3
12,동치미막국수,소금,약간,양념,3
12,동치미막국수,쇠고기,100g,부재료,1
12,동치미막국수,참기름,1/2큰술,양념,2
12,동치미막국수,후춧가루,약간,양념,2
13,열무김치냉면,겨자,약간,양념,3
13,열무김치냉면,고추,1개,부재료,1
13,열무김치냉면,고춧가루,4큰술,양념,3
13,열무김치냉면,냉면,500g,주재료,5
13,열무김치냉면,다진마늘,1작은술,양념,3
13,열무김치냉면,다진생강,1/2작은술,양념,2
13,열무김치냉면,대파,약간,부재료,1
13,열무김치냉면,설탕,4큰술,양념,2
13,열무김치냉면,식초,4큰술,양념,3
13,열무김치냉면,열무,1/2단,주재료,5
13,열무김치냉면,찹쌀,2큰술,양념,2
14,채소국수,계란,1개,부재료,1
14,채소국수,국수,200g,주재료,5
14,채소국수,깻잎,15장,부재료,1
14,채소국수,부추,1/3단,주재료,4
14,채소국수,상추,6장,부재료,1
14,채소국수,쇠고기,100g,부재료,1
14,채소국수,양념장,적당량,양념,3
14,채소국수,오이,1/2개,주재료,4
14,채소국수,표고버섯,3장,부재료,1
15,해물국수,계란흰자,1개,부재료,1
15,해물국수,국수,400g,주재료,5
15,해물국수,녹말,1큰술,양념,2
15,해물국수,다진마늘,약간,양념,3
15,해물국수,돼지고기,100g,부재료,1
15,해물국수,멸칫국물,8컵,양념,3
15,해물국수,새우,100g,주재료,5
15,해물국수,소금,약간,양념,3
15,해물국수,오징어,1/2마리,주재료,5
15,해물국수,죽순,2개,부재료,1
15,해물국수,청주,약간,양념,2
15,해물국수,파,약간,부재료,1
15,해물국수,표고버섯,2개,부재료,1
15,해물국수,홍합,100g,주재료,5
16,만둣국,간장,1큰술,양념,3
16,만둣국,김치,1/2포기,주재료,4
16,만둣국,깨소금,약간,양념,2
16,만둣국,다진마늘,1큰술,양념,3
16,만둣국,다진파,1큰술,양념,2
16,만둣국,두부,1/2모,부재료,1
16,만둣국,만두피,40장,주재료,5
16,만둣국,설탕,1큰술,양념,2
16,만둣국,소금,약간,양념,2
16,만둣국,쇠고기,40g,주재료,4
16,만둣국,숙주,150g,주재료,4
16,만둣국,육수,7컵,부재료,1
16,만둣국,참기름,1큰술,양념,2
16,만둣국,표고버섯,4장,부재료,1
16,만둣국,후춧가루,약간,양념,3
17,다시마냉국,고추,1개,부재료,1
17,다시마냉국,고춧가루,약간,양념,2
17,다시마냉국,깨소금,약간,양념,2
17,다시마냉국,다시마,2장,주재료,5
17,다시마냉국,다진마늘,1/4작은술,양념,3
17,다시마냉국,다진파,1/2작은술,양념,2
17,다시마냉국,소금,약간,양념,2
17,다시마냉국,오이,1/2개,부재료,1
18,두부국,간장,조금,양념,3
18,두부국,고추장,1큰술,양념,3
18,두부국,다진마늘,1큰술,양념,3
18,두부국,두부,1모,주재료,5
18,두부국,소금,조금,양념,3
18,두부국,쇠고기,100g,주재료,5
18,두부국,참기름,1작은술,양념,2
18,두부국,파,1뿌리,부재료,1
18,두부국,후춧가루,조금,양념,2
19,두부조개탕,계란,1개,부재료,1
19,두부조개탕,고추,1개,부재료,1
19,두부조개탕,두부,1/2모,주재료,5
19,두부조개탕,마늘,1큰술,양념,2
19,두부조개탕,모시조개,200g,주재료,4
19,두부조개탕,밀가루,1큰술,부재료,1
19,두부조개탕,북어,30g,주재료,5
19,두부조개탕,소금,약간,양념,3
19,두부조개탕,실파,3뿌리,부재료,1
19,두부조개탕,콩나물,50g,주재료,4
19,두부조개탕,후춧가루,약간,양념,2
20,무맑은국,간장,1큰술,양념,3
20,무맑은국,마늘,1작은술,양념,2
20,무맑은국,무,400g,주재료,5
20,무맑은국,소금,1큰술,양념,3
20,무맑은국,쇠고기,120g,주재료,4
20,무맑은국,실파,20g,부재료,1
20,무맑은국,참기름,약간,양념,2
20,무맑은국,후춧가루,약간,양념,2
21,미역국,간장,2큰술,양념,3
21,미역국,마늘,1큰술,양념,2
21,미역국,미역,2컵,주재료,5
21,미역국,쇠고기,150g,주재료,4
21,미역국,식용유,약간,부재료,1
21,미역국,참기름,2큰술,양념,3
21,미역국,후춧가루,약간,양념,2
22,미역냉국,간장,2큰술,양념,2
22,미역냉국,고춧가루,약간,양념,2
22,미역냉국,깨소금,약간,양념,2
22,미역냉국,다진마늘,1/2작은술,양념,2
22,미역냉국,대파,1/2뿌리,양념,2
22,미역냉국,미역,2컵,주재료,5
22,미역냉국,소금,약간,양념,2
22,미역냉국,오이,1/2개,부재료,1
23,생태국,고추,1개,부재료,1
23,생태국,마늘,2쪽,양념,2
23,생태국,무,1/4개,부재료,1
23,생태국,미나리,50g,주재료,4
23,생태국,생태,1마리,주재료,5
23,생태국,소금,약간,양념,3
23,생태국,콩나물,50g,주재료,4
23,생태국,후춧가루,약간,양념,2
24,연어까르파치오,레몬즙,40g,양념,3
24,연어까르파치오,모듬채소,약간,부재료,1
24,연어까르파치오,방울토마토,4개,부재료,1
24,연어까르파치오,소금,약간,양념,3
24,연어까르파치오,양송이버섯,4개,부재료,1
24,연어까르파치오,양파,1/2개,부재료,1
24,연어까르파치오,연어,6조각,주재료,5
24,연어까르파치오,올리브유,60g,양념,3
24,연어까르파치오,차이브,4개,부재료,1
24,연어까르파치오,페스토소스,만드는법 참조,양념,3
24,연어까르파치오,후춧가루,약간,양념,2
25,오이냉국,간장,3큰술,양념,2
25,오이냉국,고추,1개,부재료,1
25,오이냉국,고춧가루,약간,양념,2
25,오이냉국,깨소금,약간,양념,2
25,오이냉국,다진마늘,1작은술,양념,2
25,오이냉국,대파,1대,부재료,1
25,오이냉국,설탕,1큰술,양념,2
25,오이냉국,소금,약간,양념,2
25,오이냉국,식초,3큰술,양념,3
25,오이냉국,오이,2개,주재료,5
25,오이냉국,파,1작은술,부재료,1
26,해산물샐러드,가리비,2개,주재료,4
26,해산물샐러드,가재새우,2개,주재료,4
26,해산물샐러드,꼴뚜기,80g,주재료,4
26,해산물샐러드,당근,40g,부재료,1
26,해산물샐러드,루콜라,40g,부재료,1
26,해산물샐러드,모시조개,10개,주재료,4
26,해산물샐러드,문어,80g,주재료,4
26,해산물샐러드,새우,6개,주재료,4
26,해산물샐러드,샐러리,40g,부재료,1
26,해산물샐러드,소스,,양념,3
26,해산물샐러드,양파,60g,부재료,1
26,해산물샐러드,오징어,80g,주재료,4
26,해산물샐러드,쭈꾸미,4개,주재료,4
26,해산물샐러드,참소라살,60g,주재료,4
26,해산물샐러드,트레비스,4잎,부재료,1
26,해산물샐러드,홍합,10개,주재료,5
27,재첩국,부추,20g,부재료,1
27,재첩국,소금,약간,양념,3
27,재첩국,재첩,10컵,주재료,5
28,구운감자와도미구이,감자,1개,주재료,5
28,구운감자와도미구이,계란노른자,적량,부재료,1
28,구운감자와도미구이,도미,300g,주재료,5
28,구운감자와도미구이,바질,10g,양념,2
28,구운감자와도미구이,방울토마토,50g,주재료,4
28,구운감자와도미구이,스위트마조람,20g,부재료,1
28,구운감자와도미구이,오레가노,20g,부재료,1
28,구운감자와도미구이,올리브,10g,부재료,1
28,구운감자와도미구이,올리브유,50g,양념,3
28,구운감자와도미구이,케이퍼,15g,부재료,1
28,구운감자와도미구이,화이트와인,50g,양념,3
29,쇠고기산적,간장,1큰술,양념,3
29,쇠고기산적,깨소금,약간,양념,2
29,쇠고기산적,꼬치,8개,양념,3
29,쇠고기산적,꿀,1큰술,양념,2
29,쇠고기산적,느타리버섯,300g,부재료,1
29,쇠고기산적,다진마늘,3큰술,양념,2
29,쇠고기산적,다진파,2큰술,양념,2
29,쇠고기산적,마늘,약간,양념,2
29,쇠고기산적,배즙,3큰술,양념,2
29,쇠고기산적,생강즙,1큰술,양념,2
29,쇠고기산적,설탕,1큰술,양념,2
29,쇠고기산적,쇠고기,600g,주재료,5
29,쇠고기산적,실파,1단,주재료,4
29,쇠고기산적,참기름,약간,양념,3
29,쇠고기산적,후춧가루,약간,양념,2
30,쇠고기양송이볶음,간장,1큰술,양념,3
30,쇠고기양송이볶음,마늘,3톨,양념,3
30,쇠고기양송이볶음,물엿,1큰술,양념,2
30,쇠고기양송이볶음,설탕,1큰술,양념,2
30,쇠고기양송이볶음,소금,약간,양념,3
30,쇠고기양송이볶음,쇠고기,400g,주재료,5
30,쇠고기양송이볶음,식용유,4큰술,양념,3
30,쇠고기양송이볶음,양송이버섯,200g,주재료,5
30,쇠고기양송이볶음,양파,1개,부재료,1
30,쇠고기양송이볶음,토마토케첩,4큰술,주재료,5
30,쇠고기양송이볶음,피망,4개,부재료,1
30,쇠고기양송이볶음,후춧가루,약간,양념,2
31,팥국수,밀가루,4컵,주재료,4
31,팥국수,소금,약간,양념,3
31,팥국수,콩가루,4큰술,부재료,1
31,팥국수,팥,2컵,주재료,5
32,죽순표고버섯볶음나물,간장,3큰술,양념,3
32,죽순표고버섯볶음나물,다진마늘,1/2큰술,양념,3
32,죽순표고버섯볶음나물,다진파,1큰술,양념,2
32,죽순표고버섯볶음나물,대파,1뿌리,부재료,1
32,죽순표고버섯볶음나물,설탕,1/2큰술,양념,2
32,죽순표고버섯볶음나물,소금,약간,양념,3
32,죽순표고버섯볶음나물,식용유,2큰술,양념,3
32,죽순표고버섯볶음나물,죽순,2개,주재료,5
32,죽순표고버섯볶음나물,참기름,1/2큰술,양념,3
32,죽순표고버섯볶음나물,표고버섯,8장,주재료,5
32,죽순표고버섯볶음나물,후춧가루,약간,양념,2
33,부추표고버섯볶음,간장,1큰술,양념,3
33,부추표고버섯볶음,대파,1뿌리,부재료,1
33,부추표고버섯볶음,돼지고기,100g,부재료,1
33,부추표고버섯볶음,부추,1단,주재료,5
33,부추표고버섯볶음,생강,1/2쪽,양념,2
33,부추표고버섯볶음,소금,약간,양념,3
33,부추표고버섯볶음,식용유,약간,양념,3
33,부추표고버섯볶음,청주,1큰술,양념,2
33,부추표고버섯볶음,표고버섯,4장,주재료,5
34,두부드레싱과 채소샐러드,깨소금,1작은술,양념,2
34,두부드레싱과 채소샐러드,꿀,1작은술,양념,2
34,두부드레싱과 채소샐러드,당근,1/4개,부재료,1
34,두부드레싱과 채소샐러드,두부,1/2모,주재료,5
34,두부드레싱과 채소샐러드,레몬즙,1작은술,양념,3
34,두부드레싱과 채소샐러드,배추,5장,주재료,4
34,두부드레싱과 채소샐러드,상추,10장,주재료,5
34,두부드레싱과 채소샐러드,소금,약간,양념,3
34,두부드레싱과 채소샐러드,연겨자,약간,양념,2
34,두부드레싱과 채소샐러드,파프리카,1/2개,부재료,1
35,콩나물무침,깨소금,2큰술,양념,2
35,콩나물무침,다진마늘,1과1/2작은술,양념,3
35,콩나물무침,다진파,1큰술,양념,2
35,콩나물무침,소금,약간,양념,3
35,콩나물무침,실고추,약간,양념,2
35,콩나물무침,참기름,1큰술,양념,3
35,콩나물무침,콩나물,600g,주재료,5
35,콩나물무침,후춧가루,약간,양념,2
36,우엉조림,간장,4큰술,양념,3
36,우엉조림,깨소금,1큰술,양념,2
36,우엉조림,물엿,2큰술,양념,3
36,우엉조림,소금,약간,양념,2
36,우엉조림,우엉,400g,주재료,5
37,바질토마토두부샐러드,간장,1큰술,양념,2
37,바질토마토두부샐러드,다진양파,1큰술,양념,2
37,바질토마토두부샐러드,두부,1모,주재료,5
37,바질토마토두부샐러드,바질,20장,주재료,5
37,바질토마토두부샐러드,소금,약간,양념,3
37,바질토마토두부샐러드,식용유,5큰술,양념,2
37,바질토마토두부샐러드,식초,3큰술,양념,3
37,바질토마토두부샐러드,토마토,2개,주재료,4
38,멸치볶음,간장,1큰술,양념,3
38,멸치볶음,고추,4개,부재료,1
38,멸치볶음,깨소금,2큰술,양념,2
38,멸치볶음,당근,1/2개,부재료,1
38,멸치볶음,멸치,1컵,주재료,5
38,멸치볶음,설탕,약간,양념,3
38,멸치볶음,식용유,4큰술,부재료,1
38,멸치볶음,청주,약간,양념,2
39,갈치무조림,간장,4큰술,양념,3
39,갈치무조림,갈치,1마리,주재료,5
39,갈치무조림,감자,1개,부재료,1
39,갈치무조림,고추,1개,부재료,1
39,갈치무조림,고추장,1큰술,양념,3
39,갈치무조림,고춧가루,1큰술,양념,3
39,갈치무조림,깨소금,약간,양념,2
39,갈치무조림,대파,1/2뿌리,부재료,1
39,갈치무조림,마늘,2톨,양념,2
39,갈치무조림,무,1/4개,주재료,5
39,갈치무조림,생강,1/2개,양념,2
39,갈치무조림,설탕,2큰술,양념,2
39,갈치무조림,참기름,약간,양념,2
40,닭불고기,간장,5큰술,양념,3
40,닭불고기,고추장,2큰술,양념,3
40,닭불고기,고춧가루,1과1/2큰술,양념,2
40,닭불고기,깨소금,약간,양념,2
40,닭고기불고기,닭고기,1마리,주재료,5
40,닭불고기,대파,1뿌리,부재료,1
40,닭불고기,마늘,3쪽,부재료,1
40,닭불고기,생강즙,1큰술,양념,2
40,닭불고기,후춧가루,약간,양념,2
41,두부다시마말이,간장,2큰술,양념,3
41,두부다시마말이,고추,2개,부재료,1
41,두부다시마말이,깨소금,1큰술,양념,2
41,두부다시마말이,다시마,1장,주재료,5
41,두부다시마말이,당근,1/4개,부재료,1
41,두부다시마말이,두부,1모,주재료,5
41,두부다시마말이,들깨,1큰술,양념,2
41,두부다시마말이,소금,1작은술,양념,2
41,두부다시마말이,참기름,1작은술,양념,2
41,두부다시마말이,초고추장,2큰술,양념,3
41,두부다시마말이,표고버섯,5장,부재료,1
41,두부다시마말이,후춧가루,약간,양념,2
42,팥칼국수,설탕,약간,양념,3
42,팥칼국수,소금,약간,양념,2
42,팥칼국수,칼국수,300g,주재료,5
42,팥칼국수,팥,3컵,주재료,5
43,콩나물잡채,간장,2큰술,양념,3
43,콩나물잡채,계란,2개,부재료,1
43,콩나물잡채,깨소금,약간,양념,2
43,콩나물잡채,다진마늘,약간,양념,3
43,콩나물잡채,다진파,약간,양념,2
43,콩나물잡채,당근,1/2개,부재료,1
43,콩나물잡채,미나리,1단,주재료,4
43,콩나물잡채,설탕,2작은술,양념,3
43,콩나물잡채,소금,약간,양념,3
43,콩나물잡채,쇠고기,100g,주재료,4
43,콩나물잡채,식용유,2큰술,부재료,1
43,콩나물잡채,양파,1/2개,부재료,1
43,콩나물잡채,참기름,2큰술,양념,3
43,콩나물잡채,콩나물,400g,주재료,5
43,콩나물잡채,표고버섯,4장,부재료,1
43,콩나물잡채,후춧가루,약간,양념,2
44,양배추말이찜,간장,1큰술,양념,2
44,양배추말이찜,깨소금,1큰술,양념,2
44,양배추말이찜,녹말,1작은술,부재료,1
44,양배추말이찜,다진마늘,1큰술,양념,3
44,양배추말이찜,다진파,2큰술,양념,2
44,양배추말이찜,무명실,8개,부재료,1
44,양배추말이찜,밤,8개,주재료,4
44,양배추말이찜,소금,약간,양념,3
44,양배추말이찜,쇠고기,300g,주재료,4
44,양배추말이찜,양배추,8장,주재료,5
44,양배추말이찜,양파,1/2개,주재료,4
44,양배추말이찜,육수,1컵,부재료,1
44,양배추말이찜,참기름,1/2큰술,양념,2
44,양배추말이찜,청주,1큰술,양념,2
44,양배추말이찜,파슬리가루,약간,부재료,1
44,양배추말이찜,후춧가루,약간,양념,2
45,마늘장아찌,간장,1/2컵,주재료,5
45,마늘장아찌,마늘,10통,주재료,5
45,마늘장아찌,소금,1/2컵,양념,3
45,마늘장아찌,식초,5컵,양념,3
46,오징어불고기,간장,1큰술,양념,3
46,오징어불고기,고추장,2큰술,양념,3
46,오징어불고기,고춧가루,1/2큰술,양념,3
46,오징어불고기,깨소금,1작은술,양념,2
46,오징어불고기,다진마늘,1큰술,양념,3
46,오징어불고기,다진파,2큰술,양념,2
46,오징어불고기,물엿,1큰술,양념,3
46,오징어불고기,생강즙,1/2큰술,양념,2
46,오징어불고기,설탕,1큰술,양념,3
46,오징어불고기,오징어,2마리,주재료,5
46,오징어불고기,참기름,1/2큰술,양념,2
47,생선탕수,간장,1작은술,양념,3
47,생선탕수,계란,1개,부재료,1
47,생선탕수,녹말,4큰술,부재료,1
47,생선탕수,당근,1/2개씩,부재료,1
47,생선탕수,마늘,1쪽,양념,3
47,생선탕수,목이버섯,30g,부재료,1
47,생선탕수,생강즙,1작은술,주재료,4
47,생선탕수,생선살,300g,주재료,5
47,생선탕수,설탕,3큰술,양념,3
47,생선탕수,소금,조금씩,양념,2
47,생선탕수,식용유,3컵,부재료,1
47,생선탕수,식초,2큰술,양념,3
47,생선탕수,양파,1/2개씩,부재료,1
47,생선탕수,육수,1컵,부재료,1
47,생선탕수,청주,1큰술,양념,2
47,생선탕수,토마토케첩,1큰술,양념,3
47,생선탕수,파인애플,1쪽,부재료,1
47,생선탕수,피망,1개,부재료,1
47,생선탕수,후춧가루,조금씩,양념,2
48,갈비구이,간장,1/4컵,양념,3
48,갈비구이,깻잎,약간,부재료,1
48,갈비구이,대파,1/2뿌리,양념,3
48,갈비구이,돼지고기,1.2kg,주재료,5
48,갈비구이,마늘,3쪽,양념,3
48,갈비구이,물엿,2큰술,양념,3
48,갈비구이,배즙,4큰술,양념,2
48,갈비구이,상추,약간,부재료,1
48,갈비구이,생강즙,1작은술,양념,2
48,갈비구이,설탕,2큰술,양념,3
48,갈비구이,양파,1/2개,양념,3
48,갈비구이,양파즙,2큰술,양념,2
48,갈비구이,월계수잎,3장,양념,2
48,갈비구이,육수,1/4컵,양념,3
48,갈비구이,참기름,약간,양념,2
48,갈비구이,청주,2큰술,양념,3
48,갈비구이,통깨,약간,양념,2
48,갈비구이,후춧가루,약간,양념,2
49,돈까스,계란,1개,주재료,4
49,돈까스,당근,1/2개,부재료,1
49,돈까스,돼지고기,400g,주재료,5
49,돈까스,레드와인,3큰술,양념,2
49,돈까스,마늘,3톨,양념,2
49,돈까스,밀가루,1/2컵,주재료,4
49,돈까스,버터,2큰술,부재료,1
49,돈까스,빵가루,3컵,주재료,4
49,돈까스,샐러리,2대,부재료,1
49,돈까스,소금,약간,양념,3
49,돈까스,쇠고기,50g,주재료,4
49,돈까스,식용유,3컵,부재료,1
49,돈까스,양파,1/2개,부재료,1
49,돈까스,월계수잎,2장,양념,2
49,돈까스,육수,2컵,부재료,1
49,돈까스,토마토케첩,5큰술,양념,3
49,돈까스,후춧가루,약간,양념,2
50,갈비찜,간장,1컵,양념,3
50,갈비찜,계란,1개,부재료,1
50,갈비찜,고추,2개,부재료,1
50,갈비찜,깨소금,약간,양념,2
50,갈비찜,다진마늘,2큰술,양념,3
50,갈비찜,다진파,4큰술,양념,2
50,갈비찜,당근,1개,주재료,4
50,갈비찜,대파,2대,부재료,1
50,갈비찜,무,1/2개,주재료,4
50,갈비찜,밤,8개,주재료,4
50,갈비찜,배,1/2개,양념,2
50,갈비찜,설탕,1/2컵,양념,3
50,갈비찜,쇠고기,1.2kg,주재료,5
50,갈비찜,은행,8알,부재료,1
50,갈비찜,잣,1큰술,부재료,1
50,갈비찜,참기름,약간,양념,2
50,갈비찜,청주,4큰술,양념,2
50,갈비찜,표고버섯,8장,부재료,1
50,갈비찜,후춧가루,약간,양념,2
51,제육보쌈,갓,20g,부재료,1
51,제육보쌈,고춧가루,1/2큰술,양념,3
51,제육보쌈,굴,50g,주재료,4
51,제육보쌈,깨소금,약간,부재료,1
51,제육보쌈,다진마늘,1작은술,양념,3
51,제육보쌈,다진파,1큰술,양념,2
51,제육보쌈,돼지고기,600g,주재료,5
51,제육보쌈,된장,2큰술,양념,3
51,제육보쌈,무,200g,주재료,4
51,제육보쌈,무명실,약간,부재료,1
51,제육보쌈,미나리,15g,주재료,4
51,제육보쌈,배추,1/2포기,주재료,4
51,제육보쌈,새우젓,2큰술,양념,2
51,제육보쌈,생강,1쪽,양념,2
51,제육보쌈,실파,5뿌리,부재료,1
51,제육보쌈,젓국,2큰술,양념,2
51,제육보쌈,참기름,약간,양념,2
52,홍합꼬치구이,간장,1과1/2큰술,양념,3
52,홍합꼬치구이,고추장,1과1/2큰술,양념,3
52,홍합꼬치구이,깨소금,1큰술,부재료,1
52,홍합꼬치구이,다진마늘,1큰술,양념,3
52,홍합꼬치구이,대파,1/2뿌리,부재료,1
52,홍합꼬치구이,물엿,3큰술,양념,3
52,홍합꼬치구이,생강즙,1/2큰,양념,2
52,홍합꼬치구이,소금,약간,양념,2
52,홍합꼬치구이,참기름,1큰술,양념,2
52,홍합꼬치구이,청주,1큰술,양념,2
52,홍합꼬치구이,파슬리가루,약간,부재료,1
52,홍합꼬치구이,홍합,100g,주재료,5
53,청국장찌개,김치,1/4포기,부재료,1
53,청국장찌개,김칫국물,약간,양념,2
53,청국장찌개,다진마늘,1큰술,양념,3
53,청국장찌개,대파,1/2뿌리,부재료,1
53,청국장찌개,두부,1/2모,부재료,1
53,청국장찌개,무,1/6개,주재료,4
53,청국장찌개,소금,약간,양념,3
53,청국장찌개,쇠고기,100g,주재료,4
53,청국장찌개,청국장,1컵,주재료,5
54,순두부찌개,계란,4개,주재료,4
54,순두부찌개,고춧가루,2큰술,양념,3
54,순두부찌개,김치,200g,부재료,1
54,순두부찌개,다진마늘,1큰술,양념,3
54,순두부찌개,대파,1/2뿌리,부재료,1
54,순두부찌개,돼지고기,100g,부재료,1
54,순두부찌개,바지락,200g,부재료,1
54,순두부찌개,소금,약간,양념,2
54,순두부찌개,순두부,800g,주재료,5
54,순두부찌개,식용유,약간,부재료,1
54,순두부찌개,양파,1/2개,부재료,1
54,순두부찌개,후춧가루,약간,양념,3
55,동태찌개,고추,3개,부재료,1
55,동태찌개,고추장,4큰술,양념,3
55,동태찌개,고춧가루,1큰술,양념,3
55,동태찌개,다진마늘,2큰술,양념,3
55,동태찌개,다진생강,1작은술,양념,2
55,동태찌개,대파,1뿌리,부재료,1
55,동태찌개,동태,1마리,주재료,5
55,동태찌개,두부,1/2모,부재료,1
55,동태찌개,무,300g,주재료,4
55,동태찌개,소금,약간,양념,3
55,동태찌개,애호박,1/2개,부재료,1
56,김치찌개,가래떡,1컵,부재료,1
56,김치찌개,고춧가루,3큰술,양념,3
56,김치찌개,김치,1/4포기,주재료,5
56,김치찌개,다진마늘,1큰술,양념,3
56,김치찌개,대파,1뿌리,부재료,1
56,김치찌개,돼지고기,120g,주재료,4
56,김치찌개,생강즙,1/2작은술,양념,2
56,김치찌개,육수,4컵,부재료,1
56,김치찌개,참기름,1작은술,양념,3
57,콩비지찌개,간장,3큰술,양념,3
57,콩비지찌개,고춧가루,1/2큰술,양념,3
57,콩비지찌개,깨소금,1/2큰술,양념,2
57,콩비지찌개,다진마늘,2큰술,양념,3
57,콩비지찌개,다진파,3큰술,양념,2
57,콩비지찌개,돼지고기,200g,주재료,4
57,콩비지찌개,배추,4장,주재료,4
57,콩비지찌개,소금,약간,양념,2
57,콩비지찌개,식용유,약간,부재료,1
57,콩비지찌개,참기름,1/2큰술,양념,2
