,Similar_Recipe_ID,TF-IDF Value,Recipe_ID
0,나물비빔밥,0.99999994,나물비빔밥
1,사색나물,0.34513512,나물비빔밥
2,상추겉절이비빔밥,0.31684777,나물비빔밥
3,콩나물미나리무침,0.29276416,나물비빔밥
4,돌솥비빔밥,0.28446198,나물비빔밥
5,숙주미나리무침,0.28113788,나물비빔밥
6,콩나물잡채,0.24380259,나물비빔밥
7,묵과양념장,0.22742234,나물비빔밥
8,닭개장,0.22035053,나물비빔밥
9,초교탕,0.21499875,나물비빔밥
10,오징어도라지생채,0.21172003,나물비빔밥
11,오곡주먹밥,0.5432728,오곡밥
12,팥시루떡,0.5385645,오곡밥
13,인절미,0.49756753,오곡밥
14,찰밥주먹밥,0.3727797,오곡밥
15,찰밥,0.3464791,오곡밥
16,콩자반,0.33621162,오곡밥
17,시금치배미음죽,0.3299402,오곡밥
18,시금치표고된장무른밥,0.2989048,오곡밥
19,호박죽,0.29854515,오곡밥
20,동지팥죽,0.29110348,오곡밥
21,잡채밥,0.99999994,잡채밥
22,제육배추찜,0.39316636,잡채밥
23,중국식볶음밥,0.38880104,잡채밥
24,부추표고버섯볶음,0.3774631,잡채밥
25,부추잡채,0.369669,잡채밥
26,부추전,0.3563172,잡채밥
27,물만두,0.3422177,잡채밥
28,오이소박이,0.31717536,잡채밥
29,버섯잡채밥,0.3031639,잡채밥
30,제육겨자쌈,0.29023507,잡채밥
31,콩나물밥,0.28489417,잡채밥
32,두부국,0.4897635,콩나물밥
33,깻잎장아찌,0.42762533,콩나물밥
34,쌈장,0.39757273,콩나물밥
35,콩나물잡채,0.38465762,콩나물밥
36,닭고기콩나물덮밥,0.37704128,콩나물밥
37,아귀찜,0.36694667,콩나물밥
38,콩나물무밥,0.3646566,콩나물밥
39,콩나물미나리무침,0.35599694,콩나물밥
40,도가니탕,0.3494939,콩나물밥
41,새우죽,0.34795335,콩나물밥
42,양파쌈파이,0.2852368,약식
43,영양돌솥밥,0.26905674,약식
44,잣죽,0.25572783,약식
45,찰밥,0.24909338,약식
46,삼계탕,0.20922498,약식
47,오이동치미,0.19453788,약식
48,송편,0.18024822,약식
49,화전,0.17744862,약식
50,찰밥주먹밥,0.17406942,약식
51,인절미,0.16700993,약식
52,팥시루떡,0.50686365,호박죽
53,찰밥,0.47934765,호박죽
54,동지팥죽,0.4218089,호박죽
55,찰밥주먹밥,0.33497384,호박죽
56,오곡밥,0.29854515,호박죽
57,팥국수,0.2944533,호박죽
58,팥칼국수,0.28627676,호박죽
59,인절미,0.27622938,호박죽
60,오곡주먹밥,0.27183923,호박죽
61,단팥죽,0.26142448,호박죽
62,새우죽,0.43574846,흑임자죽
63,녹두죽,0.35775822,흑임자죽
64,모듬쌈밥,0.3199088,흑임자죽
65,전복죽,0.25850713,흑임자죽
66,동지팥죽,0.24432406,흑임자죽
67,콩나물밥,0.23011127,흑임자죽
68,채소영양밥,0.20433097,흑임자죽
69,콩나물무밥,0.19665186,흑임자죽
70,오색주먹밥도시락,0.1916872,흑임자죽
71,영양채소밥,0.18602069,흑임자죽
72,카레토마토달걀볶음밥,0.33434853,카레라이스
73,모듬채소볶음,0.2971852,카레라이스
74,고추장닭강정,0.27519897,카레라이스
75,잡채밥,0.25548622,카레라이스
76,김치볶음밥,0.2354078,카레라이스
77,오징어탕수,0.23465164,카레라이스
78,콩나물밥,0.23223335,카레라이스
79,제육겨자쌈,0.22712499,카레라이스
80,닭고기카레튀김,0.22489826,카레라이스
81,오믈렛,0.21313417,카레라이스
82,두부오믈렛,0.41571528,오므라이스
83,버섯잡채,0.36009824,오므라이스
84,채소치즈죽,0.35739282,오므라이스
85,탕수육,0.30825385,오므라이스
86,골뱅이볶음,0.30103356,오므라이스
87,해물잡채,0.2827004,오므라이스
88,김치수제비,0.28227243,오므라이스
89,계란말이,0.2781812,오므라이스
90,애호박무침,0.2668254,오므라이스
91,가지무침과 호박잎쌈밥,0.26575324,오므라이스
92,된장채소수제비,0.3664626,감자수제비
93,참치죽,0.36403322,감자수제비
94,김치수제비,0.3581161,감자수제비
95,무맑은국,0.34512678,감자수제비
96,생굴채소무침,0.31444517,감자수제비
97,된장찌개,0.30773145,감자수제비
98,채소국수,0.3027678,감자수제비
99,가지된장찜,0.2963708,감자수제비
100,꽃게찌개,0.2900083,감자수제비
101,쇠고기무국,0.2896259,감자수제비
102,동치미막국수,0.5443955,냉면
103,비빔냉면,0.25358796,냉면
104,열무김치냉면,0.2422568,냉면
105,콩나물국밥,0.23708546,냉면
106,무초김치,0.23532304,냉면
107,잡채,0.18972337,냉면
108,육회,0.17870666,냉면
109,새우겨자채,0.16474302,냉면
110,갈비찜,0.16473213,냉면
111,오이냉국,0.14191078,냉면
112,냉면,0.5443955,동치미막국수
113,채소국수,0.24926408,동치미막국수
114,콩나물밥,0.2486082,동치미막국수
115,국수전골,0.24102855,동치미막국수
116,곰탕,0.23330185,동치미막국수
117,쇠고기장조림,0.19835028,동치미막국수
118,국수계란말이,0.1969751,동치미막국수
119,떡국,0.18698521,동치미막국수
120,잡채밥,0.18575875,동치미막국수
121,카레라이스,0.18280171,동치미막국수
122,불고기찹쌀구이,0.3837531,열무김치냉면
123,열무김치,0.33938053,열무김치냉면
124,총각김치,0.28851295,열무김치냉면
125,비빔냉면,0.28058785,열무김치냉면
126,부추부침개,0.2682447,열무김치냉면
127,오징어젓갈,0.25480646,열무김치냉면
128,화전,0.24569725,열무김치냉면
129,냉면,0.2422568,열무김치냉면
130,고추부각,0.24106888,열무김치냉면
131,얼갈이열무물김치,0.23344454,열무김치냉면
132,모듬전,0.40699205,채소국수
133,감자수제비,0.3027678,채소국수
134,부추전,0.28148815,채소국수
135,생굴채소무침,0.2740258,채소국수
136,국수전골,0.25914645,채소국수
137,부추표고버섯볶음,0.2556613,채소국수
138,동치미막국수,0.24926408,채소국수
139,곰탕,0.24044187,채소국수
140,채소비빔소면,0.23966098,채소국수
141,오이소박이,0.23949112,채소국수
142,탕수육,0.46155068,해물국수
143,콩나물버섯덮밥,0.29115722,해물국수
144,죽순표고버섯볶음나물,0.27489766,해물국수
145,류산슬,0.27439076,해물국수
146,누룽지탕,0.26966253,해물국수
147,홍합탕,0.24479239,해물국수
148,부추표고버섯볶음,0.23463415,해물국수
149,해물찌개,0.22938378,해물국수
150,새우만두,0.22529928,해물국수
151,라조육,0.22463956,해물국수
152,버섯만두전골,0.70951104,만둣국
153,숙주미나리무침,0.36683163,만둣국
154,버섯두부찌개,0.34924945,만둣국
155,양파쌈파이,0.3472882,만둣국
156,떡만두국,0.3394605,만둣국
157,떡갈비구이,0.32448217,만둣국
158,쇠고기덮밥,0.29402906,만둣국
159,모듬전,0.28730202,만둣국
160,낙지전골,0.28338584,만둣국
161,닭고기콩나물덮밥,0.27389684,만둣국
162,계란말이,0.57292265,다시마냉국
163,오이지장아찌무침,0.5333405,다시마냉국
164,오이냉국,0.4929931,다시마냉국
165,우묵냉채,0.4793555,다시마냉국
166,김치수제비,0.41491783,다시마냉국
167,오이나물,0.40446046,다시마냉국
168,무생채,0.36453345,다시마냉국
169,오이소박이,0.3617627,다시마냉국
170,미역냉국,0.34861708,다시마냉국
171,오징어볶음과소면,0.31508604,다시마냉국
172,쌈장,0.5201249,두부국
173,콩나물밥,0.4897635,두부국
174,도가니탕,0.46015212,두부국
175,호박두부찌개,0.45080394,두부국
176,깻잎장아찌,0.43334648,두부국
177,고등어김치조림,0.40936834,두부국
178,오이냉국,0.39037526,두부국
179,고춧기름,0.35924563,두부국
180,쇠고기무국,0.35320604,두부국
181,쇠고기장조림,0.3461627,두부국
182,북어해장국밥,0.50329965,두부조개탕
183,양파전,0.31529891,두부조개탕
184,북어국,0.30861467,두부조개탕
185,오징어섞어찌개,0.28199682,두부조개탕
186,양배춧국,0.28182557,두부조개탕
187,낙지전골,0.2808336,두부조개탕
188,낙지연포탕,0.273209,두부조개탕
189,두부알찜,0.2675734,두부조개탕
190,부추전,0.25629666,두부조개탕
191,닭고기콩나물덮밥,0.24310715,두부조개탕
192,무맑은국,1.0000001,무맑은국
193,쇠고기무국,0.839187,무맑은국
194,갈비탕,0.6288627,무맑은국
195,두부탕,0.5690243,무맑은국
196,쇠고기전골,0.507408,무맑은국
197,토란곰탕,0.44274142,무맑은국
198,곰탕,0.42459014,무맑은국
199,미역국,0.40109733,무맑은국
200,꼬리곰탕,0.3761693,무맑은국
201,사골탕,0.34690127,무맑은국
202,감자수제비,0.34512678,무맑은국
203,미역수제비,0.5404023,미역국
204,두부탕,0.5279049,미역국
205,홍합미역국,0.5034168,미역국
206,두부미역냉채,0.43475363,미역국
207,무맑은국,0.40109733,미역국
208,양파전,0.3735919,미역국
209,쇠고기완자찜,0.36224076,미역국
210,두부스테이크,0.36165294,미역국
211,쇠고기무국,0.3365956,미역국
212,해초무침,0.28278154,미역국
213,유부미역된장국,0.4603932,미역냉국
214,오이냉국,0.37111318,미역냉국
215,다시마냉국,0.34861708,미역냉국
216,오이지장아찌무침,0.30789372,미역냉국
217,오이나물,0.22909033,미역냉국
218,오징어도라지생채,0.21376505,미역냉국
219,오이소박이,0.213193,미역냉국
220,상추겉절이비빔밥,0.20005229,미역냉국
221,우묵냉채,0.19423793,미역냉국
222,떡국,0.18905072,미역냉국
223,죽순회와미나리강회,0.44627318,생태국
224,생태매운탕,0.3745949,생태국
225,콩나물미나리무침,0.36677468,생태국
226,나박김치,0.30610397,생태국
227,우거지된장찌개,0.28997973,생태국
228,대구탕,0.2848464,생태국
229,콩나물잡채,0.274399,생태국
230,아욱국,0.27402073,생태국
231,단호박 고등어조림,0.27052885,생태국
232,별미밥,0.24349272,생태국
233,토마토미니새송이볶음,0.19196503,연어까르파치오
234,쌀샐러드,0.1574789,연어까르파치오
235,버섯파스타,0.15031284,연어까르파치오
236,카레토마토달걀볶음밥,0.14421892,연어까르파치오
237,쇠고기양송이볶음,0.14090231,연어까르파치오
238,두부카나페,0.13184743,연어까르파치오
239,녹차콩국수,0.13124825,연어까르파치오
240,양송이버섯죽,0.12753138,연어까르파치오
241,시금치샐러드,0.12482091,연어까르파치오
242,해물스파게티,0.122157454,연어까르파치오
243,다시마냉국,0.4929931,오이냉국
244,오이지장아찌무침,0.4787185,오이냉국
245,쌈장,0.435339,오이냉국
246,고춧기름,0.41810668,오이냉국
247,닭고기콩나물덮밥,0.40442854,오이냉국
248,무생채,0.40102372,오이냉국
249,두부국,0.39037526,오이냉국
250,깻잎장아찌,0.37451878,오이냉국
251,미역냉국,0.37111318,오이냉국
252,고등어김치조림,0.36291978,오이냉국
253,해물찌개,0.184137,해산물샐러드
254,토마토해산물스파게티,0.17702548,해산물샐러드
255,오징어산적,0.13281207,해산물샐러드
256,해파리해물냉채,0.12233974,해산물샐러드
257,삼색나물월남쌈,0.1171381,해산물샐러드
258,오징어풋마늘산적,0.11031967,해산물샐러드
259,연어샐러드,0.10894667,해산물샐러드
260,쌀샐러드,0.10835559,해산물샐러드
261,조개맑은국,0.09695443,해산물샐러드
262,낙지연포탕,0.09277807,해산물샐러드
263,재첩국,0.99999994,재첩국
264,부추전,0.29911795,재첩국
265,물만두,0.2622075,재첩국
266,오이소박이,0.2507162,재첩국
267,부추표고버섯볶음,0.23894167,재첩국
268,부추부침개,0.23828088,재첩국
269,부추올리브오일무침,0.23038577,재첩국
270,부추김치,0.22369717,재첩국
271,모듬전,0.2177811,재첩국
272,부추잡채,0.20246378,재첩국
273,꽃만두국(완당국),0.1904196,재첩국
274,구운감자와도미구이,0.99999994,구운감자와도미구이
275,그린파스타,0.30443463,구운감자와도미구이
276,토마토미니새송이볶음,0.25123927,구운감자와도미구이
277,바질페스토 스파게티,0.22037141,구운감자와도미구이
278,연어샐러드,0.19010307,구운감자와도미구이
279,까르보나라스파게티,0.18297504,구운감자와도미구이
280,버섯파스타,0.16971517,구운감자와도미구이
281,감자수프,0.16891985,구운감자와도미구이
282,돼지갈비레몬찜,0.1488971,구운감자와도미구이
283,해물스파게티,0.14670366,구운감자와도미구이
284,파프리카볶음밥,0.11411417,구운감자와도미구이
285,불고기,0.48534557,쇠고기산적
286,버섯잡채밥,0.4742006,쇠고기산적
287,오징어산적,0.36348563,쇠고기산적
288,잡채,0.32746342,쇠고기산적
289,닭꼬치구이,0.29899967,쇠고기산적
290,오징어풋마늘산적,0.29435062,쇠고기산적
291,삼겹살채소말이,0.26677838,쇠고기산적
292,갈비구이,0.25171202,쇠고기산적
293,떡갈비구이,0.23592603,쇠고기산적
294,쇠고기무국,0.23340246,쇠고기산적
295,고등어튀김케첩조림,0.4273085,쇠고기양송이볶음
296,삼겹살치즈구이,0.3866782,쇠고기양송이볶음
297,김치채소볶음,0.3662752,쇠고기양송이볶음
298,고추장스파게티,0.35176188,쇠고기양송이볶음
299,생선탕수,0.34640947,쇠고기양송이볶음
300,어묵볶음,0.3449673,쇠고기양송이볶음
301,오믈렛,0.3260705,쇠고기양송이볶음
302,떡볶이,0.3225582,쇠고기양송이볶음
303,쑥버섯볶음,0.32153898,쇠고기양송이볶음
304,볶음우동,0.30443636,쇠고기양송이볶음
305,찬밥지짐이,0.4490082,팥국수
306,팥시루떡,0.4473897,팥국수
307,대대로닭칼국수,0.39609486,팥국수
308,팥칼국수,0.3265299,팥국수
309,찰밥,0.3145334,팥국수
310,단팥죽,0.2981831,팥국수
311,호박죽,0.2944533,팥국수
312,동지팥죽,0.28711364,팥국수
313,찰밥주먹밥,0.2197997,팥국수
314,오곡밥,0.1958963,팥국수
315,탕수육,0.43250987,죽순표고버섯볶음나물
316,누룽지탕,0.41856182,죽순표고버섯볶음나물
317,류산슬,0.4110586,죽순표고버섯볶음나물
318,조개맑은국,0.39745843,죽순표고버섯볶음나물
319,죽순볶음,0.37097767,죽순표고버섯볶음나물
320,콩나물잡채,0.36198136,죽순표고버섯볶음나물
321,쇠고기덮밥,0.36049834,죽순표고버섯볶음나물
322,계란말이,0.3603205,죽순표고버섯볶음나물
323,모듬전,0.35547954,죽순표고버섯볶음나물
324,볶음우동,0.35179278,죽순표고버섯볶음나물
325,물만두,0.7150725,부추표고버섯볶음
326,중국식볶음밥,0.4877571,부추표고버섯볶음
327,부추잡채,0.44763273,부추표고버섯볶음
328,류산슬,0.4289784,부추표고버섯볶음
329,모듬전,0.39990342,부추표고버섯볶음
330,제육배추찜,0.39176586,부추표고버섯볶음
331,오이소박이,0.38884163,부추표고버섯볶음
332,잡채밥,0.3774631,부추표고버섯볶음
333,김치채소볶음,0.3749234,부추표고버섯볶음
334,부추김치,0.36527127,부추표고버섯볶음
335,무쌈말이,0.28288898,두부드레싱과 채소샐러드
336,두부파프리카전,0.18117185,두부드레싱과 채소샐러드
337,파프리카볶음밥,0.16256776,두부드레싱과 채소샐러드
338,주먹밥,0.15229827,두부드레싱과 채소샐러드
339,잡채,0.15108408,두부드레싱과 채소샐러드
340,채소피클,0.14282157,두부드레싱과 채소샐러드
341,상추겉절이비빔밥,0.14260957,두부드레싱과 채소샐러드
342,꽃상추쌈,0.13953991,두부드레싱과 채소샐러드
343,잔멸치된장볶음,0.1336122,두부드레싱과 채소샐러드
344,상추미소국,0.13332875,두부드레싱과 채소샐러드
345,콩나물무침,0.99999994,콩나물무침
346,오이나물,0.750243,콩나물무침
347,숙주미나리무침,0.5868785,콩나물무침
348,콩나물미나리무침,0.5509382,콩나물무침
349,두릅된장무침,0.4729495,콩나물무침
350,두부양념조림,0.46772784,콩나물무침
351,고등어무조림,0.44092533,콩나물무침
352,깻잎장아찌,0.4226721,콩나물무침
353,콩나물잡채,0.41272977,콩나물무침
354,별미밥,0.36615232,콩나물무침
355,빈대떡,0.35853615,콩나물무침
356,유부초밥,0.4861859,우엉조림
357,돼지고기우엉말이조림,0.45761132,우엉조림
358,토란닭고기찜,0.37200156,우엉조림
359,오징어불고기,0.32032517,우엉조림
360,돼지불고기,0.29258108,우엉조림
361,오징어도라지생채,0.27999848,우엉조림
362,홍차계란장조림,0.25236967,우엉조림
363,홍합꼬치구이,0.25016934,우엉조림
364,두부양념조림,0.24547076,우엉조림
365,오징어통구이,0.24263479,우엉조림
366,김치동그랑땡,0.43497968,바질토마토두부샐러드
367,버섯두부찌개,0.28217316,바질토마토두부샐러드
368,꽃상추쌈,0.2579115,바질토마토두부샐러드
369,우유두부,0.24566872,바질토마토두부샐러드
370,닭고기카레튀김,0.23016503,바질토마토두부샐러드
371,해파리냉채,0.22534543,바질토마토두부샐러드
372,한우토마토스튜,0.19175476,바질토마토두부샐러드
373,토마토해산물스파게티,0.19070536,바질토마토두부샐러드
374,마늘장아찌,0.18077907,바질토마토두부샐러드
375,주먹밥,0.17378557,바질토마토두부샐러드
376,치즈멸치볼,0.60439837,멸치볶음
377,잔멸치된장볶음,0.5858063,멸치볶음
378,가지쇠고기볶음,0.32733625,멸치볶음
379,다시마볶음,0.27613157,멸치볶음
380,고추장아찌,0.24434766,멸치볶음
381,부추표고버섯볶음,0.23488747,멸치볶음
382,무나물,0.22234249,멸치볶음
383,치킨버섯찜,0.22035646,멸치볶음
384,감자고추채볶음,0.1963149,멸치볶음
385,치킨데리야끼,0.19491458,멸치볶음
386,갈치구이,0.45927957,갈치무조림
387,조기찜,0.4207952,갈치무조림
388,나박김치,0.40923685,갈치무조림
389,갈치조림,0.37623194,갈치무조림
390,쇠고기장조림,0.368347,갈치무조림
391,돼지갈비찜,0.35484642,갈치무조림
392,조기매운탕,0.3323081,갈치무조림
393,오이지장아찌무침,0.3294144,갈치무조림
394,감자탕,0.32809293,갈치무조림
395,메기매운탕,0.31764883,갈치무조림
396,닭불고기,0.99999994,닭불고기
397,닭갈비,0.48096895,닭불고기
398,닭강정,0.47016633,닭불고기
399,오징어통구이,0.4680025,닭불고기
400,닭날개튀김,0.45553255,닭불고기
401,오징어불고기,0.45096204,닭불고기
402,닭꼬치구이,0.44753894,닭불고기
403,낙지볶음,0.42442727,닭불고기
404,제육불고기,0.4147866,닭불고기
405,조기찜,0.38859698,닭불고기
406,고등어무조림,0.36725065,닭불고기
407,고추장아찌,0.31127736,두부다시마말이
408,고추부각,0.26155832,두부다시마말이
409,사색나물,0.2380027,두부다시마말이
410,다시마채소말이,0.23117295,두부다시마말이
411,순대볶음,0.1808863,두부다시마말이
412,계란말이,0.17545328,두부다시마말이
413,시금치들깨수제비,0.1754424,두부다시마말이
414,두부탕,0.17279735,두부다시마말이
415,다시마냉국,0.17065226,두부다시마말이
416,상추 치커리 오징어 초침무,0.1704832,두부다시마말이
417,팥칼국수,0.99999994,팥칼국수
418,팥국수,0.3265299,팥칼국수
419,팥시루떡,0.31933925,팥칼국수
420,찰밥,0.29113194,팥칼국수
421,단팥죽,0.289903,팥칼국수
422,호박죽,0.28627676,팥칼국수
423,동지팥죽,0.2657522,팥칼국수
424,찰밥주먹밥,0.20344648,팥칼국수
425,오곡밥,0.18132149,팥칼국수
426,오곡주먹밥,0.16399337,팥칼국수
427,고추장아찌,0.09292226,팥칼국수
428,콩나물잡채,0.99999994,콩나물잡채
429,콩나물미나리무침,0.6350305,콩나물잡채
430,별미밥,0.52807444,콩나물잡채
431,화양적,0.51118135,콩나물잡채
432,불고기낙지전골,0.44247177,콩나물잡채
433,떡갈비구이,0.43069023,콩나물잡채
434,중국식볶음밥,0.4263442,콩나물잡채
435,콩나물무침,0.41272977,콩나물잡채
436,불고기,0.40151057,콩나물잡채
437,모듬전,0.39295918,콩나물잡채
438,쇠고기장조림,0.39281914,콩나물잡채
439,오징어볶음과소면,0.32958373,양배추말이찜
440,꽃만두국(완당국),0.31016228,양배추말이찜
441,떡갈비구이,0.2944457,양배추말이찜
442,쇠고기완자찜,0.28991264,양배추말이찜
443,갈비찜,0.28809708,양배추말이찜
444,깐풍새우,0.28453955,양배추말이찜
445,두부두루치기,0.28140575,양배추말이찜
446,라조육,0.27718982,양배추말이찜
447,버섯덮밥,0.26018924,양배추말이찜
448,제육보쌈,0.25592762,양배추말이찜
449,마늘장아찌,0.99999994,마늘장아찌
450,고추장아찌,0.40864196,마늘장아찌
451,오이냉국,0.36286023,마늘장아찌
452,깐풍새우,0.3415349,마늘장아찌
453,무생채,0.31998318,마늘장아찌
454,깐풍기,0.30749542,마늘장아찌
455,오징어숙회,0.29991007,마늘장아찌
456,누룽지탕,0.2959349,마늘장아찌
457,무맑은국,0.272923,마늘장아찌
458,쇠고기장조림,0.25834197,마늘장아찌
459,부추올리브오일무침,0.25340617,마늘장아찌
460,오징어불고기,0.99999994,오징어불고기
461,오징어통구이,0.74061906,오징어불고기
462,오징어도라지생채,0.5979699,오징어불고기
463,돼지불고기,0.5586032,오징어불고기
464,오징어숙회,0.5412685,오징어불고기
465,오징어볶음과소면,0.5390677,오징어불고기
466,홍합꼬치구이,0.5067984,오징어불고기
467,제육불고기,0.48656726,오징어불고기
468,닭불고기,0.45096204,오징어불고기
469,오징어젓갈,0.43844062,오징어불고기
470,낙지볶음,0.40095612,오징어불고기
471,고등어튀김케첩조림,0.43472144,생선탕수
472,생선전,0.42576537,생선탕수
473,라조육,0.402653,생선탕수
474,깐풍새우,0.37820402,생선탕수
475,버섯덮밥,0.360412,생선탕수
476,쇠고기양송이볶음,0.34640947,생선탕수
477,치킨데리야끼,0.31606203,생선탕수
478,라조기,0.2790368,생선탕수
479,닭날개튀김,0.27777255,생선탕수
480,쇠고기전골,0.2590068,생선탕수
481,갈비구이,0.99999994,갈비구이
482,오징어통구이,0.44948646,갈비구이
483,돼지갈비찜,0.3602988,갈비구이
484,불고기,0.31249803,갈비구이
485,제육배추찜,0.28122,갈비구이
486,두부양념조림,0.25332165,갈비구이
487,쇠고기산적,0.25171202,갈비구이
488,홍합꼬치구이,0.25136697,갈비구이
489,오징어불고기,0.23979965,갈비구이
490,돼지갈비구이,0.2329677,갈비구이
491,라조육,0.23119472,갈비구이
492,안심스테이크,0.39480042,돈까스
493,채소수프,0.37004027,돈까스
494,오믈렛,0.33135659,돈까스
495,통마늘장아찌,0.2834141,돈까스
496,바베큐립,0.27536228,돈까스
497,돈까스덮밥,0.26601478,돈까스
498,롤케비지(양배추말이),0.26435128,돈까스
499,김치찌개,0.24940498,돈까스
500,꼬리곰탕,0.24473189,돈까스
501,치즈돈까스,0.23923117,돈까스
502,영양돌솥밥,0.4165382,갈비찜
503,쇠고기완자찜,0.4118122,갈비찜
504,영양채소밥,0.38512617,갈비찜
505,육회,0.3628365,갈비찜
506,백김치,0.35390413,갈비찜
507,보쌈김치,0.35214713,갈비찜
508,무초김치,0.349162,갈비찜
509,불고기낙지전골,0.34735635,갈비찜
510,보쌈김치,0.33188552,갈비찜
511,가지쇠고기볶음,0.3318505,갈비찜
512,굴깍두기,0.57519674,제육보쌈
513,통배추김치,0.4034123,제육보쌈
514,보쌈김치,0.39862707,제육보쌈
515,나박김치,0.3590257,제육보쌈
516,보쌈김치,0.35874316,제육보쌈
517,배추속댓국,0.33931473,제육보쌈
518,두부굴찌개,0.33087415,제육보쌈
519,배추겉절이,0.32513565,제육보쌈
520,배추밤김치,0.32383102,제육보쌈
521,갓김치,0.30908042,제육보쌈
522,오징어불고기,0.5067984,홍합꼬치구이
523,홍합탕,0.42601538,홍합꼬치구이
524,오징어통구이,0.41432568,홍합꼬치구이
525,두부스테이크,0.34428027,홍합꼬치구이
526,닭불고기,0.3427407,홍합꼬치구이
527,홍합미역국,0.33437517,홍합꼬치구이
528,돼지불고기,0.32841513,홍합꼬치구이
529,고등어무조림,0.32281366,홍합꼬치구이
530,주먹밥,0.3052014,홍합꼬치구이
531,김치홍합국,0.30518487,홍합꼬치구이
532,꽁치김치찌개,0.44562227,청국장찌개
533,두부김치,0.3926304,청국장찌개
534,버섯청국장찌개,0.3719803,청국장찌개
535,고등어김치조림,0.24043596,청국장찌개
536,김치찌개,0.2386705,청국장찌개
537,순두부찌개,0.21624368,청국장찌개
538,쇠고기무국,0.20025201,청국장찌개
539,해장라면,0.19884577,청국장찌개
540,김치채소볶음,0.19196504,청국장찌개
541,배추속댓국,0.18701296,청국장찌개
542,김치찌개,0.47215274,순두부찌개
543,두부김치,0.2928025,순두부찌개
544,고등어김치조림,0.25388098,순두부찌개
545,짬뽕해물탕밥,0.24690522,순두부찌개
546,바지락볶음,0.24416947,순두부찌개
547,버섯만두전골,0.24197085,순두부찌개
548,봄동바지락볶음,0.23597889,순두부찌개
549,청국장찌개,0.21624368,순두부찌개
550,계란말이,0.2134242,순두부찌개
551,돈까스,0.21282369,순두부찌개
552,꽃게찌개,0.48870727,동태찌개
553,된장찌개,0.32203007,동태찌개
554,갈치조림,0.31157583,동태찌개
555,해물찌개,0.29994267,동태찌개
556,오징어젓갈,0.29361945,동태찌개
557,두부조림,0.28987724,동태찌개
558,꽃게해물탕,0.284539,동태찌개
559,조기찜,0.2631894,동태찌개
560,부추잡채,0.25434616,동태찌개
561,오징어삼겹살볶음,0.24177104,동태찌개
562,김치찌개,0.99999994,김치찌개
563,순두부찌개,0.47215274,김치찌개
564,떡국,0.3789797,김치찌개
565,두부김치,0.36218217,김치찌개
566,버섯만두전골,0.34933096,김치찌개
567,떡꼬치,0.28939378,김치찌개
568,고등어김치조림,0.2833339,김치찌개
569,짬뽕해물탕밥,0.2698888,김치찌개
570,해장라면,0.25970954,김치찌개
571,돈까스,0.24940498,김치찌개
572,갈비떡볶이,0.24351637,김치찌개
573,순두부,0.44578663,콩비지찌개
574,제육배추찜,0.43421543,콩비지찌개
575,우거지된장찌개,0.29786143,콩비지찌개
576,돼지불고기,0.29030573,콩비지찌개
577,제육불고기,0.2730486,콩비지찌개
578,무생채,0.23764053,콩비지찌개
579,버섯두부찌개,0.2320101,콩비지찌개
580,가지된장찜,0.228307,콩비지찌개
581,부추잡채,0.22591348,콩비지찌개
582,샤브샤브,0.2212792,콩비지찌개
583,북어국,0.9999999,북어국
584,두부조개탕,0.30861467,북어국
585,콩나물미나리무침,0.28272805,북어국
586,양파전,0.27595294,북어국
587,콩나물잡채,0.27179012,북어국
588,콩나물무침,0.26791355,북어국
589,두부조림,0.2669267,북어국
590,알탕,0.2427309,북어국
591,쇠고기장조림,0.23541002,북어국
592,잉어찜,0.23490036,북어국
593,낙지전골,0.20584933,북어국
594,별미밥,0.58302987,유부초밥
595,우엉조림,0.4861859,유부초밥
596,유부계란찜,0.39342406,유부초밥
597,토란닭고기찜,0.38409668,유부초밥
598,돼지고기우엉말이조림,0.3494478,유부초밥
599,유부미역된장국,0.2754879,유부초밥
600,쇠고기덮밥,0.25449297,유부초밥
601,김치주먹밥,0.23153627,유부초밥
602,가지쇠고기볶음,0.22177473,유부초밥
603,버섯덮밥,0.2150404,유부초밥
604,김치주먹밥,0.5740088,오색주먹밥도시락
605,김치수제비,0.40723184,오색주먹밥도시락
606,두부탕,0.33191153,오색주먹밥도시락
607,김치홍합국,0.32214734,오색주먹밥도시락
608,양파전,0.2931394,오색주먹밥도시락
609,감자조림,0.29005802,오색주먹밥도시락
610,쇠고기완자찜,0.28959095,오색주먹밥도시락
611,우묵냉채,0.2858027,오색주먹밥도시락
612,새우죽,0.27149683,오색주먹밥도시락
613,된장찌개,0.26533684,오색주먹밥도시락
614,닭가슴살해파리샐러드,0.45794886,해파리냉채
615,해파리해물냉채,0.3814684,해파리냉채
616,묵과양념장,0.3163584,해파리냉채
617,시금치계란말이,0.28307298,해파리냉채
618,오이냉국,0.23274218,해파리냉채
619,바질토마토두부샐러드,0.22534543,해파리냉채
620,깐풍새우,0.22333749,해파리냉채
621,주먹밥,0.22007653,해파리냉채
622,다시마채소말이,0.21354038,해파리냉채
623,만두샐러드,0.20292225,해파리냉채
624,갓김치,0.7726257,통배추김치
625,배추밤김치,0.61220574,통배추김치
626,나박김치,0.6018021,통배추김치
627,보쌈김치,0.5012279,통배추김치
628,무초김치,0.49319988,통배추김치
