,Similar_Recipe_ID,TF-IDF Value,Recipe_ID
1099,죽순볶음,0.29015577,돼지갈비구이
1100,삼겹살깻잎전,0.2844496,돼지갈비구이
1101,깻잎장아찌,0.27602497,돼지갈비구이
1102,오징어불고기,0.2716371,돼지갈비구이
1103,감자탕,0.2572881,돼지갈비구이
1104,돼지갈비레몬찜,0.2525633,돼지갈비구이
1105,채소말이샤브샤브,0.24753459,돼지갈비구이
1106,두부김치,0.24235341,돼지갈비구이
1107,새우죽,0.3904349,모듬초밥
1108,냉고기쌈,0.3519377,모듬초밥
1109,오징어숙회,0.26243204,모듬초밥
1110,해물밥전,0.24801482,모듬초밥
1111,참치김치찌개,0.23884942,모듬초밥
1112,찬밥전,0.21703833,모듬초밥
1113,녹두죽,0.19862054,모듬초밥
1114,흑임자죽,0.18246143,모듬초밥
1115,해물떡꼬치,0.17797375,모듬초밥
1116,양상추참치샐러드,0.17558058,모듬초밥
1117,꽁치간장구이,0.50340855,꽁치무조림
1118,꽁치김치찌개,0.43076882,꽁치무조림
1119,김치꽁치조림,0.41504443,꽁치무조림
1120,꽁치구이,0.39126477,꽁치무조림
1121,명란젓찌개,0.35600954,꽁치무조림
1122,쇠고기무국,0.3549674,꽁치무조림
1123,무생채,0.33857906,꽁치무조림
1124,무나물,0.33003554,꽁치무조림
1125,고등어무조림,0.3259666,꽁치무조림
1126,돼지갈비찜,0.3136638,꽁치무조림
1127,김치수제비,0.3290677,김치적
1128,모듬전,0.3186386,김치적
1129,낙지전골,0.2870018,김치적
1130,김치볶음밥,0.2787048,김치적
1131,콩나물잡채,0.26621798,김치적
1132,만둣국,0.26431355,김치적
1133,떡갈비구이,0.25502953,김치적
1134,김치동그랑땡,0.25292966,김치적
1135,중국식볶음밥,0.23853993,김치적
1136,삼겹살깻잎전,0.22918604,김치적
1137,낙지볶음,0.99999994,낙지볶음
1138,낙지불고기,0.5049206,낙지볶음
1139,불고기낙지전골,0.46329433,낙지볶음
1140,낙지연포탕,0.4585604,낙지볶음
1141,닭불고기,0.42442727,낙지볶음
1142,오징어불고기,0.40095612,낙지볶음
1143,조기찜,0.39930362,낙지볶음
1144,오이지장아찌무침,0.35539183,낙지볶음
1145,오징어섞어찌개,0.3507046,낙지볶음
1146,낙지전골,0.35017008,낙지볶음
1147,제육불고기,0.3444581,낙지볶음
1148,청국장찌개,0.3926304,두부김치
1149,모듬전,0.37970713,두부김치
1150,김치찌개,0.36218217,두부김치
1151,고등어김치조림,0.3586018,두부김치
1152,된장깻잎장아찌,0.35031888,두부김치
1153,해장라면,0.3316803,두부김치
1154,김치두부쌈,0.30335936,두부김치
1155,양파전,0.29546636,두부김치
1156,순두부찌개,0.2928025,두부김치
1157,김치채소볶음,0.29071078,두부김치
1158,오믈렛,0.99999994,오믈렛
1159,두부오믈렛,0.54990953,오믈렛
1160,브로콜리크림수프,0.45707822,오믈렛
1161,크림소스파스타,0.39287883,오믈렛
1162,돈까스,0.33135659,오믈렛
1163,치킨롤,0.32619292,오믈렛
1164,쇠고기양송이볶음,0.3260705,오믈렛
1165,까르보나라스파게티,0.32567805,오믈렛
1166,고추장닭강정,0.32478458,오믈렛
1167,돈까스덮밥,0.32151487,오믈렛
1168,속채운감자,0.2858848,오믈렛
1169,치즈돈까스,0.37279388,롤케비지(양배추말이)
1170,가지튀김,0.3664421,롤케비지(양배추말이)
1171,오징어볶음과소면,0.32083347,롤케비지(양배추말이)
1172,중국식볶음밥,0.31631917,롤케비지(양배추말이)
1173,감자국수,0.30663356,롤케비지(양배추말이)
1174,돈까스,0.26435128,롤케비지(양배추말이)
1175,닭고기명란튀김,0.25953457,롤케비지(양배추말이)
1176,냉고기쌈,0.25268254,롤케비지(양배추말이)
1177,두부두루치기,0.22802027,롤케비지(양배추말이)
1178,양배추말이찜,0.22173776,롤케비지(양배추말이)
1179,두부미역냉채,0.99999994,두부미역냉채
1180,홍합미역국,0.5367736,두부미역냉채
1181,두부양념조림,0.456539,두부미역냉채
1182,미역국,0.43475363,두부미역냉채
1183,미역수제비,0.38032323,두부미역냉채
1184,왜된장국,0.37120622,두부미역냉채
1185,해초무침,0.28318366,두부미역냉채
1186,시금치나물,0.27716783,두부미역냉채
1187,부추올리브오일무침,0.27282882,두부미역냉채
1188,호박무침,0.2698624,두부미역냉채
1189,깻잎장아찌,0.26115367,두부미역냉채
1190,중국식볶음밥,0.99999994,중국식볶음밥
1191,부추표고버섯볶음,0.4877571,중국식볶음밥
1192,쇠고기덮밥,0.47784528,중국식볶음밥
1193,삼겹살깻잎전,0.43641776,중국식볶음밥
1194,콩나물잡채,0.4263442,중국식볶음밥
1195,돼지고기김치찌개,0.40321517,중국식볶음밥
1196,잡채밥,0.38880104,중국식볶음밥
1197,김치볶음밥,0.38188544,중국식볶음밥
1198,해물밥전,0.3701611,중국식볶음밥
1199,죽순표고버섯볶음나물,0.35048628,중국식볶음밥
1200,돼지고기표고볶음,0.34305876,중국식볶음밥
1201,두부김치,0.3316803,해장라면
1202,라볶이,0.29814374,해장라면
1203,콩나물미나리무침,0.29481617,해장라면
1204,콩나물잡채,0.28341576,해장라면
1205,김치찌개,0.25970954,해장라면
1206,쟁반라면,0.24205585,해장라면
1207,시금치계란말이,0.23747472,해장라면
1208,옥수수볶음밥,0.23693363,해장라면
1209,고등어김치조림,0.23605663,해장라면
1210,무쌈말이,0.22622006,해장라면
1211,어묵국,0.34394652,국수계란말이
1212,상추 치커리 오징어 초침무,0.30872124,국수계란말이
1213,두부알찜,0.28445405,국수계란말이
1214,시금치계란말이,0.26770777,국수계란말이
1215,오코노미야키,0.23723651,국수계란말이
1216,닭꼬치구이,0.23476891,국수계란말이
1217,꽁치구이,0.22987866,국수계란말이
1218,곰탕,0.22134638,국수계란말이
1219,채소국수,0.20186456,국수계란말이
1220,돼지고기우엉말이조림,0.1994307,국수계란말이
1221,꽁치무조림,0.50340855,꽁치간장구이
1222,꽁치구이,0.4609791,꽁치간장구이
1223,김치꽁치조림,0.43984437,꽁치간장구이
1224,꽁치김치찌개,0.41299272,꽁치간장구이
1225,고추장아찌,0.37681967,꽁치간장구이
1226,부추표고버섯볶음,0.30187917,꽁치간장구이
1227,고등어살튀김과소스,0.2633699,꽁치간장구이
1228,봄동바지락볶음,0.22050782,꽁치간장구이
1229,고등어튀김케첩조림,0.21603289,꽁치간장구이
1230,갓김치,0.21602827,꽁치간장구이
1231,고추장스파게티,0.3734944,감자고추채볶음
1232,해초무침,0.33492407,감자고추채볶음
1233,김치수제비,0.31518912,감자고추채볶음
1234,된장채소수제비,0.28391546,감자고추채볶음
1235,조기찜,0.27664846,감자고추채볶음
1236,그린파스타,0.27526173,감자고추채볶음
1237,모듬전,0.27021804,감자고추채볶음
1238,돼지갈비찜,0.2692178,감자고추채볶음
1239,고추장아찌,0.25895584,감자고추채볶음
1240,갈치무조림,0.25645155,감자고추채볶음
1241,부추표고버섯볶음,0.34591317,가는파잡채
1242,물만두,0.2639677,가는파잡채
1243,김치채소볶음,0.24784294,가는파잡채
1244,중국식볶음밥,0.23195875,가는파잡채
1245,깐풍새우,0.20371489,가는파잡채
1246,감자탕,0.20130377,가는파잡채
1247,돼지고기표고볶음,0.19931725,가는파잡채
1248,삼겹살깻잎전,0.19161788,가는파잡채
1249,라조육,0.18550584,가는파잡채
1250,꽁치간장구이,0.18539406,가는파잡채
1251,해파리냉채,0.3163584,묵과양념장
1252,오이냉국,0.26312095,묵과양념장
1253,시금치계란말이,0.24423094,묵과양념장
1254,오이지장아찌무침,0.23615554,묵과양념장
1255,나물비빔밥,0.22742234,묵과양념장
1256,해장라면,0.20950577,묵과양념장
1257,다시마냉국,0.19487771,묵과양념장
1258,무쌈말이,0.18958586,묵과양념장
1259,다시마채소말이,0.186852,묵과양념장
1260,무생채,0.17910333,묵과양념장
1261,고등어튀김케첩조림,0.45061967,고등어살튀김과소스
1262,고춧기름,0.44709414,고등어살튀김과소스
1263,고등어된장조림,0.39374554,고등어살튀김과소스
1264,닭다리굴소스볶음,0.37714037,고등어살튀김과소스
1265,고등어무조림,0.3751124,고등어살튀김과소스
1266,김치채소볶음,0.35356516,고등어살튀김과소스
1267,라조기,0.31709558,고등어살튀김과소스
1268,바지락볶음,0.2850175,고등어살튀김과소스
1269,부추표고버섯볶음,0.27950218,고등어살튀김과소스
1270,고추장아찌,0.27935907,고등어살튀김과소스
1271,가지쇠고기볶음,0.35332176,가지와마른새우무침
1272,가지된장찜,0.28324234,가지와마른새우무침
1273,콩나물잡채,0.27603382,가지와마른새우무침
1274,가지김치,0.2523444,가지와마른새우무침
1275,화양적,0.24821877,가지와마른새우무침
1276,불고기,0.24182454,가지와마른새우무침
1277,매운가지볶음,0.23494323,가지와마른새우무침
1278,무나물,0.22502142,가지와마른새우무침
1279,꽁치무조림,0.22419761,가지와마른새우무침
1280,가지튀김,0.21401307,가지와마른새우무침
1281,꽃만두국(완당국),0.41308933,채소말이샤브샤브
1282,제육불고기,0.32822374,채소말이샤브샤브
1283,쇠고기덮밥,0.31623295,채소말이샤브샤브
1284,고등어된장조림,0.31402737,채소말이샤브샤브
1285,낙지불고기,0.30597392,채소말이샤브샤브
1286,잔멸치된장볶음,0.28483534,채소말이샤브샤브
1287,닭강정,0.2738254,채소말이샤브샤브
1288,감자탕,0.26619905,채소말이샤브샤브
1289,죽순볶음,0.2532043,채소말이샤브샤브
1290,돼지갈비구이,0.24753459,채소말이샤브샤브
1291,양파전,0.50499046,떡갈비구이
1292,떡국,0.48689705,떡갈비구이
1293,해물밥전,0.48184943,떡갈비구이
1294,모듬전,0.47763923,떡갈비구이
1295,쇠고기덮밥,0.4601877,떡갈비구이
1296,낙지전골,0.43177685,떡갈비구이
1297,콩나물잡채,0.43069023,떡갈비구이
1298,불고기,0.40815753,떡갈비구이
1299,김치수제비,0.39339417,떡갈비구이
1300,불고기낙지전골,0.39331618,떡갈비구이
1301,골뱅이볶음,0.474725,골뱅이무침
1302,오이지장아찌무침,0.33250582,골뱅이무침
1303,채소비빔소면,0.32584906,골뱅이무침
1304,잔치국수,0.2922252,골뱅이무침
1305,오이냉국,0.2900942,골뱅이무침
1306,무생채,0.25669375,골뱅이무침
1307,오징어숙회,0.2556337,골뱅이무침
1308,오징어도라지생채,0.25360245,골뱅이무침
1309,화양적,0.25166515,골뱅이무침
1310,기스면,0.24889302,골뱅이무침
1311,오이나물,0.47759086,두부양념조림
1312,콩나물무침,0.46772784,두부양념조림
1313,두부미역냉채,0.456539,두부양념조림
1314,숙주미나리무침,0.37742198,두부양념조림
1315,고등어무조림,0.3444067,두부양념조림
1316,깻잎장아찌,0.31853348,두부양념조림
1317,두릅된장무침,0.31607065,두부양념조림
1318,돼지불고기,0.2839057,두부양념조림
1319,오징어불고기,0.28316444,두부양념조림
1320,시금치나물,0.26158583,두부양념조림
1321,새송이산적,0.46781442,육회
1322,갈비찜,0.3628365,육회
1323,잡채,0.26432282,육회
1324,주먹밥,0.23534289,육회
1325,상추겉절이비빔밥,0.23193794,육회
1326,무초김치,0.21719609,육회
1327,떡갈비구이,0.21342869,육회
1328,채소국수,0.21221042,육회
1329,감자수프,0.21023707,육회
1330,꽃상추쌈,0.2079297,육회
1331,크림소스파스타,0.5363333,까르보나라스파게티
1332,브로콜리크림수프,0.4444595,까르보나라스파게티
1333,부대찌개,0.368438,까르보나라스파게티
1334,그린파스타,0.34240153,까르보나라스파게티
1335,까르보나라 (한국식),0.33490103,까르보나라스파게티
1336,감자수프,0.32775468,까르보나라스파게티
1337,오믈렛,0.32567805,까르보나라스파게티
1338,바질페스토 스파게티,0.2636931,까르보나라스파게티
1339,김치볶음밥,0.24386723,까르보나라스파게티
1340,옥수수볶음밥,0.21975277,까르보나라스파게티
1341,닭고기수삼샐러드,0.4629203,삼계탕
1342,미역수제비,0.39278606,삼계탕
1343,찰밥,0.37719372,삼계탕
1344,깐풍기,0.3410346,삼계탕
1345,어묵닭고기조림,0.28677633,삼계탕
1346,영양돌솥밥,0.2641136,삼계탕
1347,찰밥주먹밥,0.26358747,삼계탕
1348,인절미,0.25497103,삼계탕
1349,쇠고기장조림,0.23107459,삼계탕
1350,팥시루떡,0.22680469,삼계탕
1351,꽃상추쌈,0.35825837,주먹밥
1352,상추겉절이비빔밥,0.35131183,주먹밥
1353,잔멸치된장볶음,0.33777854,주먹밥
1354,두부스테이크,0.33033723,주먹밥
1355,떡갈비구이,0.3190855,주먹밥
1356,버섯잡채,0.31485713,주먹밥
1357,쇠고기덮밥,0.30798677,주먹밥
1358,홍합꼬치구이,0.3052014,주먹밥
1359,치킨데리야끼,0.30493718,주먹밥
1360,송어샐러드,0.30032253,주먹밥
1361,다시마볶음,0.5320027,유부계란찜
1362,별미밥,0.39883828,유부계란찜
1363,유부초밥,0.39342406,유부계란찜
1364,유부미역된장국,0.35270485,유부계란찜
1365,해물밥전,0.17698205,유부계란찜
1366,무맑은국,0.17309187,유부계란찜
1367,떡국,0.16169311,유부계란찜
1368,낙지전골,0.16142155,유부계란찜
1369,계란말이,0.1607429,유부계란찜
1370,꽁치간장구이,0.16055551,유부계란찜
1371,마늘빵,0.29243043,속채운감자
1372,오믈렛,0.2858848,속채운감자
1373,양파쌈파이,0.27626342,속채운감자
1374,브로콜리크림수프,0.22616175,속채운감자
1375,채소스프,0.19983712,속채운감자
1376,크림소스파스타,0.19439596,속채운감자
1377,가지그라탕,0.18271506,속채운감자
1378,카레라이스,0.17747918,속채운감자
1379,감자수프,0.17732833,속채운감자
1380,까르보나라스파게티,0.1611451,속채운감자
1381,모듬콩수프,0.2757041,떡갈비샌드위치
1382,어린잎샌드위치,0.23732704,떡갈비샌드위치
1383,새우겨자채,0.2359043,떡갈비샌드위치
1384,송어샐러드,0.2026937,떡갈비샌드위치
1385,불고기찹쌀구이,0.19640324,떡갈비샌드위치
1386,만두샐러드,0.18286955,떡갈비샌드위치
1387,식빵고구마파이,0.16899477,떡갈비샌드위치
1388,주먹밥,0.16526504,떡갈비샌드위치
1389,두부채소냉채,0.15907036,떡갈비샌드위치
1390,쟁반라면,0.15886723,떡갈비샌드위치
1391,버섯잡채밥,0.45497444,버섯덮밥
1392,쇠고기전골,0.40512532,버섯덮밥
1393,생선탕수,0.360412,버섯덮밥
1394,쑥버섯볶음,0.3435254,버섯덮밥
1395,불고기낙지전골,0.31373408,버섯덮밥
1396,꽃만두국(완당국),0.31199622,버섯덮밥
1397,버섯잡채,0.30626872,버섯덮밥
1398,치킨버섯찜,0.30331868,버섯덮밥
1399,쇠고기덮밥,0.29603294,버섯덮밥
1400,버섯청국장찌개,0.2903457,버섯덮밥
1401,삼계탕,0.4629203,닭고기수삼샐러드
1402,양상추참치샐러드,0.33236018,닭고기수삼샐러드
1403,수삼치즈샐러드,0.29130387,닭고기수삼샐러드
1404,만두샐러드,0.27707362,닭고기수삼샐러드
1405,베이컨꼬치구이,0.26598936,닭고기수삼샐러드
1406,찰밥,0.23481022,닭고기수삼샐러드
1407,가지튀김,0.2281325,닭고기수삼샐러드
1408,컬리플라워해물샐러드,0.22683395,닭고기수삼샐러드
1409,어묵닭고기조림,0.22203276,닭고기수삼샐러드
1410,새우겨자채,0.21598674,닭고기수삼샐러드
1411,가지튀김,0.32148972,컬리플라워해물샐러드
1412,양상추참치샐러드,0.2897756,컬리플라워해물샐러드
1413,만두샐러드,0.24506338,컬리플라워해물샐러드
1414,해물밥전,0.24081504,컬리플라워해물샐러드
1415,베이컨꼬치구이,0.23579633,컬리플라워해물샐러드
1416,해파리해물냉채,0.22879456,컬리플라워해물샐러드
1417,닭고기수삼샐러드,0.22683395,컬리플라워해물샐러드
1418,오코노미야키,0.20229417,컬리플라워해물샐러드
1419,오징어숙회,0.19482532,컬리플라워해물샐러드
1420,새우죽,0.18787293,컬리플라워해물샐러드
1421,과일샐러드,0.9999999,과일샐러드
1422,"잼(사과, 딸기, 포도)",0.44843477,과일샐러드
1423,돈까스덮밥,0.15689756,과일샐러드
1424,가지말이구이,0.15262716,과일샐러드
1425,골뱅이무침,0.14663003,과일샐러드
1426,해초무침,0.14263208,과일샐러드
1427,아스파라거스새우볶음,0.12568595,과일샐러드
1428,카레토마토달걀볶음밥,0.10653923,과일샐러드
1429,채소수프,0.10252974,과일샐러드
1430,채소스프,0.094308,과일샐러드
1431,바베큐립,0.08980571,과일샐러드
1432,닭고기카레튀김,0.21112786,연어샐러드
1433,구운감자와도미구이,0.19010307,연어샐러드
1434,꽃상추쌈,0.18677892,연어샐러드
1435,버섯두부찌개,0.17834046,연어샐러드
1436,연어양상추쌈,0.17250022,연어샐러드
1437,연어오픈샌드위치,0.16112807,연어샐러드
1438,쌀샐러드,0.16102664,연어샐러드
1439,바질토마토두부샐러드,0.15807079,연어샐러드
1440,우유두부,0.14759122,연어샐러드
1441,부추올리브오일무침,0.12556621,연어샐러드
1442,시금치계란말이,0.28349036,시금치샐러드
1443,김치피자,0.18970048,시금치샐러드
1444,부대찌개,0.1708945,시금치샐러드
1445,버섯파스타,0.16790217,시금치샐러드
1446,시금치들깨수제비,0.16204217,시금치샐러드
1447,시금치나물,0.15000096,시금치샐러드
1448,그린파스타,0.14892137,시금치샐러드
1449,시금치배미음죽,0.14542735,시금치샐러드
1450,계란찜,0.13996242,시금치샐러드
1451,시금치된장국,0.13917719,시금치샐러드
1452,해물스파게티,0.4712035,채소수프
1453,돈까스,0.37004027,채소수프
1454,감자수프,0.2553217,채소수프
1455,채소스프,0.24230692,채소수프
1456,양송이버섯죽,0.2391133,채소수프
1457,토마토해산물스파게티,0.2380668,채소수프
1458,오이피클,0.23054509,채소수프
1459,쇠고기양송이볶음,0.20265079,채소수프
1460,안심스테이크,0.19671208,채소수프
1461,갈비구이,0.18522583,채소수프
1462,까르보나라스파게티,0.368438,부대찌개
1463,고추장스파게티,0.36489344,부대찌개
1464,오징어섞어찌개,0.32930517,부대찌개
1465,김치볶음밥,0.3082947,부대찌개
1466,베이컨꼬치구이,0.2860997,부대찌개
1467,참치김치찌개,0.26125523,부대찌개
1468,두부굴찌개,0.2483974,부대찌개
1469,양송이버섯죽,0.2368779,부대찌개
1470,버섯두부찌개,0.23224416,부대찌개
1471,낙지전골,0.23203744,부대찌개
1472,육개장,0.5369716,곱창전골
1473,곰탕,0.37862754,곱창전골
1474,오징어볶음과소면,0.32811952,곱창전골
1475,볶음우동,0.28321627,곱창전골
1476,김치우동,0.2624752,곱창전골
1477,메기매운탕,0.2621347,곱창전골
1478,나박김치,0.25316358,곱창전골
1479,두부두루치기,0.2407612,곱창전골
1480,낙지전골,0.23910838,곱창전골
1481,상추 치커리 오징어 초침무,0.22813044,곱창전골
1482,아구탕,0.45454878,아귀찜
1483,콩나물밥,0.36694667,아귀찜
1484,콩나물미나리무침,0.34223777,아귀찜
1485,콩나물잡채,0.30591175,아귀찜
1486,제육겨자쌈,0.25929755,아귀찜
1487,해물매운탕,0.24461819,아귀찜
1488,고추부각,0.22975166,아귀찜
1489,해물순두부찌개,0.2168645,아귀찜
1490,화전,0.21541339,아귀찜
1491,잉어찜,0.21259013,아귀찜
1492,쑥브리오슈,0.29333028,오렌지건포도빵
1493,오믈렛,0.27625817,오렌지건포도빵
1494,약과,0.23910122,오렌지건포도빵
1495,감자수프,0.21588905,오렌지건포도빵
1496,브로콜리크림수프,0.19212167,오렌지건포도빵
1497,고구마강정,0.16732696,오렌지건포도빵
1498,크림소스파스타,0.16513701,오렌지건포도빵
1499,감자국수,0.14518416,오렌지건포도빵
1500,까르보나라 (한국식),0.14489754,오렌지건포도빵
1501,두부오믈렛,0.13805015,오렌지건포도빵
1502,삼겹살채소말이,0.99999994,삼겹살채소말이
1503,닭꼬치구이,0.38101578,삼겹살채소말이
1504,오징어산적,0.3543753,삼겹살채소말이
1505,삼겹살깻잎전,0.33243135,삼겹살채소말이
1506,고추부각,0.3247682,삼겹살채소말이
1507,화전,0.30450013,삼겹살채소말이
1508,오징어풋마늘산적,0.29436,삼겹살채소말이
1509,부추부침개,0.27851957,삼겹살채소말이
1510,쇠고기산적,0.26677838,삼겹살채소말이
1511,김치채소볶음,0.2287941,삼겹살채소말이
1512,제육불고기,0.22585917,삼겹살채소말이
1513,나박김치,0.48449457,배추속댓국
1514,무나물,0.47720525,배추속댓국
1515,꽃만두국(완당국),0.43155447,배추속댓국
1516,국수전골,0.41785967,배추속댓국
1517,제육불고기,0.39225715,배추속댓국
1518,쇠고기무국,0.39038575,배추속댓국
1519,무생채,0.3803022,배추속댓국
1520,떡국,0.35632688,배추속댓국
1521,떡갈비구이,0.35630634,배추속댓국
1522,낙지연포탕,0.3437124,배추속댓국
1523,송편,0.99999994,송편
1524,절편,0.42896158,송편
1525,녹두죽,0.2830106,송편
1526,양파쌈파이,0.24124475,송편
1527,쑥버섯볶음,0.21746977,송편
1528,녹두고물호박떡케이크,0.18928194,송편
1529,우무콩냉국,0.18438235,송편
1530,약식,0.18024822,송편
1531,찰밥주먹밥,0.17775956,송편
1532,영양돌솥밥,0.17738527,송편
1533,쑥브리오슈,0.16908053,송편
1534,숙주미나리무침,0.4902931,빈대떡
1535,오이나물,0.37187788,빈대떡
1536,콩나물무침,0.35853615,빈대떡
1537,녹두죽,0.34754136,빈대떡
1538,백김치,0.2934382,빈대떡
1539,버섯두부찌개,0.2795778,빈대떡
1540,두부파프리카전,0.27127272,빈대떡
1541,고등어무조림,0.26507258,빈대떡
1542,버섯만두전골,0.25161767,빈대떡
1543,두부양념조림,0.24521774,빈대떡
1544,콩나물잡채,0.51118135,화양적
1545,상추겉절이비빔밥,0.44471735,화양적
1546,오징어도라지생채,0.42977044,화양적
1547,갈비탕,0.41135168,화양적
1548,도가니탕,0.36011183,화양적
1549,곰탕,0.3454383,화양적
1550,사색나물,0.34488085,화양적
1551,불고기,0.34285456,화양적
1552,떡갈비구이,0.3054127,화양적
1553,오이소박이,0.30339035,화양적
1554,무맑은국,0.44274142,토란곰탕
1555,쇠고기무국,0.42727533,토란곰탕
1556,갈비탕,0.3985501,토란곰탕
1557,두부탕,0.39510575,토란곰탕
1558,곰탕,0.2749783,토란곰탕
1559,계란말이,0.27133995,토란곰탕
1560,꼬리곰탕,0.27005804,토란곰탕
1561,쇠고기전골,0.24784261,토란곰탕
1562,꽃게찌개,0.23705791,토란곰탕
1563,배추속댓국,0.23389454,토란곰탕
1564,버섯잡채밥,0.56096935,쇠고기전골
1565,무맑은국,0.507408,쇠고기전골
1566,쇠고기무국,0.49399564,쇠고기전골
1567,불고기낙지전골,0.40670642,쇠고기전골
1568,갈비탕,0.4061179,쇠고기전골
1569,버섯덮밥,0.40512532,쇠고기전골
1570,떡갈비구이,0.3678649,쇠고기전골
1571,오이지장아찌무침,0.32330707,쇠고기전골
1572,떡국,0.31024438,쇠고기전골
1573,두부탕,0.30766967,쇠고기전골
1574,오이나물,0.45385274,고등어무조림
1575,콩나물무침,0.44092533,고등어무조림
1576,고등어살튀김과소스,0.3751124,고등어무조림
1577,오징어불고기,0.37204444,고등어무조림
1578,닭불고기,0.36725065,고등어무조림
1579,숙주미나리무침,0.35866264,고등어무조림
1580,두부양념조림,0.3444067,고등어무조림
1581,제육불고기,0.33937562,고등어무조림
1582,단호박 고등어조림,0.33114225,고등어무조림
1583,고등어김치조림,0.3302542,고등어무조림
1584,버섯잡채밥,0.4387552,잡채
1585,오징어순대,0.362816,잡채
1586,쇠고기산적,0.32746342,잡채
1587,떡갈비구이,0.30473927,잡채
1588,꼬리곰탕,0.2939748,잡채
1589,잡채밥,0.28419182,잡채
1590,무초김치,0.28395438,잡채
1591,갈비찜,0.28218308,잡채
1592,해물잡채,0.27843145,잡채
1593,화양적,0.2688606,잡채
1594,두부국,0.5201249,쌈장
1595,오이냉국,0.435339,쌈장
1596,깻잎장아찌,0.41343868,쌈장
1597,고춧기름,0.40752265,쌈장
1598,콩나물밥,0.39757273,쌈장
1599,제육불고기,0.36766016,쌈장
1600,닭고기콩나물덮밥,0.35375208,쌈장
1601,된장깻잎장아찌,0.34108332,쌈장
1602,배추속댓국,0.33222297,쌈장
1603,호박두부찌개,0.3200854,쌈장
1604,부추표고버섯볶음,0.3749234,김치채소볶음
1605,고춧기름,0.3700385,김치채소볶음
1606,쇠고기양송이볶음,0.3662752,김치채소볶음
1607,고등어살튀김과소스,0.35356516,김치채소볶음
1608,죽순표고버섯볶음나물,0.35106173,김치채소볶음
1609,라조기,0.31475985,김치채소볶음
1610,라조육,0.29551685,김치채소볶음
1611,두부김치,0.29071078,김치채소볶음
1612,돼지고기표고볶음,0.28582156,김치채소볶음
1613,류산슬,0.2771803,김치채소볶음
1614,라조기,0.5362477,닭날개튀김
1615,닭불고기,0.45553255,닭날개튀김
1616,단호박튀김,0.43206862,닭날개튀김
1617,고추장닭강정,0.41633213,닭날개튀김
1618,닭꼬치구이,0.38103983,닭날개튀김
1619,닭강정,0.33767852,닭날개튀김
1620,라조육,0.32567656,닭날개튀김
1621,고등어무조림,0.2832709,닭날개튀김
1622,죽순볶음,0.27984014,닭날개튀김
1623,생선탕수,0.27777255,닭날개튀김
1624,잡채,0.362816,오징어순대
1625,모듬전,0.2958575,오징어순대
1626,떡잡채,0.2748331,오징어순대
1627,오징어숙회,0.27393487,오징어순대
1628,두부김치,0.26647198,오징어순대
1629,해물밥전,0.26184896,오징어순대
1630,잡채밥,0.25951517,오징어순대
1631,버섯잡채밥,0.2574579,오징어순대
1632,오징어볶음과소면,0.2479433,오징어순대
1633,부추올리브오일무침,0.2390719,오징어순대
1634,류산슬,0.5045418,누룽지탕
1635,죽순표고버섯볶음나물,0.41856182,누룽지탕
1636,깐풍새우,0.38482824,누룽지탕
1637,오징어탕수,0.35818353,누룽지탕
1638,탕수육,0.35668787,누룽지탕
1639,마늘장아찌,0.2959349,누룽지탕
1640,죽순회와미나리강회,0.27346164,누룽지탕
1641,해물국수,0.26966253,누룽지탕
1642,죽순볶음,0.2569432,누룽지탕
1643,치킨수프,0.25038055,누룽지탕
1644,떡꼬치,0.4619019,가래떡꼬치
1645,떡국,0.26535466,가래떡꼬치
1646,오징어산적,0.2564809,가래떡꼬치
1647,닭꼬치구이,0.21230334,가래떡꼬치
1648,브로콜리크림수프,0.19751781,가래떡꼬치
1649,떡볶이,0.19130908,가래떡꼬치
1650,갈비떡볶이,0.19040886,가래떡꼬치
1651,해물떡꼬치,0.18352014,가래떡꼬치
1652,오징어풋마늘산적,0.18174002,가래떡꼬치
1653,간장떡볶이,0.18143448,가래떡꼬치
1654,찬밥지짐이,0.99999994,찬밥지짐이
1655,찬밥전,0.57515,찬밥지짐이
1656,팥국수,0.4490082,찬밥지짐이
1657,찬밥맛탕,0.4294023,찬밥지짐이
1658,파프리카볶음밥,0.38474,찬밥지짐이
1659,대대로닭칼국수,0.2727745,찬밥지짐이
1660,중국식볶음밥,0.25393477,찬밥지짐이
1661,해물밥전,0.23084562,찬밥지짐이
1662,낙지전골,0.22066747,찬밥지짐이
1663,양파전,0.21028759,찬밥지짐이
1664,콩나물잡채,0.20492066,찬밥지짐이
1665,팥시루떡,0.49422935,동지팥죽
1666,찰밥,0.4673992,동지팥죽
1667,호박죽,0.4218089,동지팥죽
1668,오곡주먹밥,0.38139936,동지팥죽
1669,새우죽,0.34372818,동지팥죽
1670,찰밥주먹밥,0.32662416,동지팥죽
1671,동래파전,0.29488125,동지팥죽
1672,오곡밥,0.29110348,동지팥죽
1673,팥국수,0.28711364,동지팥죽
1674,인절미,0.26934394,동지팥죽
1675,팥타르트,1.0000001,팥타르트
1676,오믈렛,0.1707401,팥타르트
1677,브로콜리크림수프,0.15573281,팥타르트
1678,부추전,0.14245929,팥타르트
1679,쑥브리오슈,0.12409272,팥타르트
1680,삼겹살깻잎전,0.12032598,팥타르트
1681,부추부침개,0.11652639,팥타르트
