,RECIPE_ID,RECIPE_NM_KO,IRDNT_NM,IRDNT_CPCTY,IRDNT_TY_CODE,IRDNT_TY_NM,SCORE
0,1,나물비빔밥,간장,약간,3060003,양념,3
1,1,나물비빔밥,계란,1개,3060001,부재료,1
2,1,나물비빔밥,고사리,20g,3060001,주재료,5
3,1,나물비빔밥,고추장,1/2큰술,3060002,주재료,5
4,1,나물비빔밥,다진마늘,약간,3060003,양념,2
5,1,나물비빔밥,다진파,약간,3060003,양념,2
6,1,나물비빔밥,도라지,20g,3060001,주재료,4
7,1,나물비빔밥,돼지고기,200g,3060001,주재료,4
8,1,나물비빔밥,묵,1/2모,3060001,부재료,1
9,1,나물비빔밥,미나리,20g,3060001,주재료,4
10,1,나물비빔밥,설탕,약간,3060003,양념,2
11,1,나물비빔밥,소금,약간,3060003,양념,2
12,1,나물비빔밥,쇠고기,100g,3060002,부재료,1
13,1,나물비빔밥,숙주,20g,3060001,주재료,5
14,1,나물비빔밥,쌀,4컵,3060001,주재료,5
15,1,나물비빔밥,참기름,약간,3060003,양념,3
16,1,나물비빔밥,콩나물,20g,3060001,주재료,5
17,2,오곡밥,멥쌀,1컵,3060001,주재료,5
18,2,오곡밥,소금,약간,3060003,양념,3
19,2,오곡밥,수수,1컵,3060002,주재료,5
20,2,오곡밥,차조,1컵,3060002,주재료,5
21,2,오곡밥,찹쌀,2컵,3060001,주재료,5
22,2,오곡밥,콩,1/2컵,3060002,부재료,1
23,2,오곡밥,팥,1/2컵,3060002,부재료,1
24,3,잡채밥,간장,4큰술,3060003,양념,3
25,3,잡채밥,고추,약간,3060002,부재료,1
27,3,잡채밥,다진마늘,1큰술,3060003,양념,3
28,3,잡채밥,다진파,2큰술,3060003,양념,2
29,3,잡채밥,당근,1/2개,3060002,부재료,1
30,3,잡채밥,당면,50g,3060001,주재료,5
31,3,잡채밥,돼지고기,100g,3060001,주재료,4
32,3,잡채밥,밥,3공기,3060002,주재료,5
33,3,잡채밥,부추,30g,3060001,부재료,1
34,3,잡채밥,소금,약간,3060003,양념,3
35,3,잡채밥,참기름,1큰술,3060003,양념,3
36,3,잡채밥,표고버섯,2장,3060001,부재료,1
37,3,잡채밥,호박,1/4개,3060002,부재료,1
38,3,잡채밥,후춧가루,약간,3060003,양념,2
39,4,콩나물밥,간장,4큰술,3060003,양념,3
40,4,콩나물밥,고춧가루,조금,3060003,양념,2
41,4,콩나물밥,깨소금,1큰술,3060003,양념,2
42,4,콩나물밥,마늘,2쪽,3060003,양념,3
43,4,콩나물밥,소금,약간,3060003,양념,3
44,4,콩나물밥,쇠고기,100g,3060001,주재료,4
45,4,콩나물밥,쌀,2컵,3060001,주재료,5
46,4,콩나물밥,참기름,1큰술,3060003,양념,3
47,4,콩나물밥,콩나물,300g,3060001,주재료,5
48,4,콩나물밥,파,1/2개,3060003,부재료,1
49,4,콩나물밥,후춧가루,약간,3060003,양념,2
50,5,약식,간장,1/3컵,3060003,양념,3
51,5,약식,계피,1/2큰술,3060003,양념,3
52,5,약식,대추,50g,3060002,부재료,1
53,5,약식,물엿,적당량,3060003,양념,3
54,5,약식,밤,200g,3060002,부재료,1
55,5,약식,설탕,1컵,3060003,양념,3
56,5,약식,식용유,3큰술,3060003,양념,3
57,5,약식,잣,1큰술,3060002,부재료,1
58,5,약식,찹쌀,3컵,3060001,주재료,5
59,6,호박죽,설탕,약간,3060003,양념,3
60,6,호박죽,소금,약간,3060003,양념,2
61,6,호박죽,찹쌀,2컵,3060001,주재료,4
62,6,호박죽,팥,1컵,3060002,부재료,1
63,6,호박죽,호박,1/2개,3060001,주재료,5
64,7,흑임자죽,설탕,약간,3060003,양념,3
65,7,흑임자죽,소금,약간,3060003,양념,2
66,7,흑임자죽,쌀,1컵,3060001,주재료,5
67,7,흑임자죽,흑임자,1/2컵,3060001,주재료,5
68,8,카레라이스,감자,2개,3060002,부재료,1
69,8,카레라이스,당근,1/2개,3060002,부재료,1
70,8,카레라이스,밥,4공기,3060001,주재료,5
71,8,카레라이스,소금,약간,3060003,양념,2
72,8,카레라이스,쇠고기,200g,3060002,부재료,1
73,8,카레라이스,양파,1개,3060002,부재료,1
74,8,카레라이스,완두콩,4큰술,3060002,부재료,1
75,8,카레라이스,우유,1/2컵,3060003,양념,2
76,8,카레라이스,카레가루,70g,3060001,주재료,5
77,8,카레라이스,후춧가루,약간,3060003,양념,2
78,9,오므라이스,계란,3개,3060001,주재료,5
79,9,오므라이스,다시마,1장,3060003,양념,2
80,9,오므라이스,당근,1/3개,3060002,부재료,1
81,9,오므라이스,멸치,한 줌,3060003,양념,2
82,9,오므라이스,밥,2공기,3060001,주재료,5
83,9,오므라이스,소금,약간,3060003,양념,3
84,9,오므라이스,쌈장,3큰술,3060003,양념,2
85,9,오므라이스,양파,1/4개,3060002,부재료,1
86,9,오므라이스,오이,1/3개,3060002,부재료,1
87,9,오므라이스,전분,약간,3060002,부재료,1
88,9,오므라이스,피망,1/2개,3060002,부재료,1
90,9,오므라이스,후춧가루,약간,3060003,양념,2
91,10,감자수제비,간장,약간,3060003,양념,3
92,10,감자수제비,감자,2개,3060001,주재료,5
93,10,감자수제비,고추,1개,3060002,부재료,1
94,10,감자수제비,멸치,10마리,3060003,양념,2
95,10,감자수제비,밀가루,4컵,3060001,주재료,5
96,10,감자수제비,소금,약간,3060003,양념,3
97,10,감자수제비,실파,2뿌리,3060002,부재료,1
98,10,감자수제비,애호박,1/2개,3060002,부재료,1
99,10,감자수제비,양념장,적당량,3060003,양념,3
100,10,감자수제비,참기름,약간,3060003,양념,2
101,11,냉면,계란,2개,3060002,부재료,1
102,11,냉면,냉면,400g,3060001,주재료,5
103,11,냉면,동치미국물,1개,3060001,주재료,5
104,11,냉면,동치미무,1개,3060002,부재료,1
105,11,냉면,배,1개,3060002,부재료,1
106,11,냉면,설탕,1큰술,3060003,양념,2
107,11,냉면,소금,약간,3060003,양념,2
108,11,냉면,쇠고기,300g,3060002,부재료,1
109,11,냉면,쇠고기육수,4컵,3060001,주재료,5
110,11,냉면,식초,2큰술,3060003,양념,3
111,11,냉면,오이,1개,3060002,부재료,1
112,12,동치미막국수,간장,1큰술,3060003,양념,2
113,12,동치미막국수,계란,1개,3060002,부재료,1
114,12,동치미막국수,고추,1개,3060002,부재료,1
115,12,동치미막국수,국수,400g,3060001,주재료,5
116,12,동치미막국수,깨소금,약간,3060003,양념,2
117,12,동치미막국수,동치미국물,8컵,3060002,부재료,1
118,12,동치미막국수,동치미무,1/4개,3060001,주재료,5
119,12,동치미막국수,설탕,1/4작은술,3060003,양념,3
120,12,동치미막국수,소금,약간,3060003,양념,3
121,12,동치미막국수,쇠고기,100g,3060001,부재료,1
122,12,동치미막국수,참기름,1/2큰술,3060003,양념,2
123,12,동치미막국수,후춧가루,약간,3060003,양념,2
124,13,열무김치냉면,겨자,약간,3060003,양념,3
125,13,열무김치냉면,고추,1개,3060002,부재료,1
127,13,열무김치냉면,고춧가루,4큰술,3060003,양념,3
128,13,열무김치냉면,냉면,500g,3060001,주재료,5
129,13,열무김치냉면,다진마늘,1작은술,3060003,양념,3
130,13,열무김치냉면,다진생강,1/2작은술,3060003,양념,2
131,13,열무김치냉면,대파,약간,3060002,부재료,1
132,13,열무김치냉면,설탕,4큰술,3060003,양념,2
133,13,열무김치냉면,식초,4큰술,3060003,양념,3
134,13,열무김치냉면,열무,1/2단,3060001,주재료,5
135,13,열무김치냉면,찹쌀가루,2큰술,3060003,양념,2
136,14,채소국수,계란,1개,3060002,부재료,1
137,14,채소국수,국수,200g,3060001,주재료,5
138,14,채소국수,깻잎,15장,3060002,부재료,1
139,14,채소국수,부추,1/3단,3060001,주재료,4
140,14,채소국수,상추,6장,3060002,부재료,1
141,14,채소국수,쇠고기,100g,3060002,부재료,1
142,14,채소국수,양념장,적당량,3060003,양념,3
143,14,채소국수,오이,1/2개,3060001,주재료,4
144,14,채소국수,표고버섯,3장,3060001,부재료,1
145,15,해물국수,계란흰자,1개,3060003,부재료,1
146,15,해물국수,국수,400g,3060001,주재료,5
147,15,해물국수,녹말,1큰술,3060003,양념,2
148,15,해물국수,다진마늘,약간,3060003,양념,3
149,15,해물국수,돼지고기,100g,3060002,부재료,1
150,15,해물국수,멸칫국물,8컵,3060003,양념,3
151,15,해물국수,새우,100g,3060001,주재료,5
152,15,해물국수,소금,약간,3060003,양념,3
153,15,해물국수,오징어,1/2마리,3060001,주재료,5
154,15,해물국수,죽순,2개,3060002,부재료,1
155,15,해물국수,청주,약간,3060003,양념,2
156,15,해물국수,파,약간,3060002,부재료,1
157,15,해물국수,표고버섯,2개,3060002,부재료,1
158,15,해물국수,홍합,100g,3060001,주재료,5
159,16,만둣국,간장,1큰술,3060003,양념,3
160,16,만둣국,김치,1/2포기,3060001,주재료,5
161,16,만둣국,깨소금,약간,3060003,양념,2
162,16,만둣국,다진마늘,1큰술,3060003,양념,3
163,16,만둣국,다진파,1큰술,3060003,양념,2
164,16,만둣국,두부,1/2모,3060002,부재료,1
165,16,만둣국,만두피,40장,3060001,주재료,5
166,16,만둣국,설탕,1큰술,3060003,양념,2
167,16,만둣국,소금,약간,3060003,양념,2
168,16,만둣국,쇠고기,40g,3060001,주재료,5
169,16,만둣국,숙주,150g,3060001,주재료,4
170,16,만둣국,육수,7컵,3060002,부재료,1
171,16,만둣국,참기름,1큰술,3060003,양념,2
172,16,만둣국,표고버섯,4장,3060002,부재료,1
173,16,만둣국,후춧가루,약간,3060003,양념,3
174,17,다시마냉국,고추,1개,3060002,부재료,1
175,17,다시마냉국,고춧가루,약간,3060003,양념,2
176,17,다시마냉국,깨소금,약간,3060003,양념,2
177,17,다시마냉국,다시마,2장,3060001,주재료,5
178,17,다시마냉국,다진마늘,1/4작은술,3060003,양념,3
179,17,다시마냉국,다진파,1/2작은술,3060003,양념,2
180,17,다시마냉국,소금,약간,3060003,양념,2
181,17,다시마냉국,오이,1/2개,3060002,부재료,1
182,18,두부국,간장,조금,3060003,양념,3
183,18,두부국,고추장,1큰술,3060003,양념,3
184,18,두부국,다진마늘,1큰술,3060003,양념,3
185,18,두부국,두부,1모,3060001,주재료,5
186,18,두부국,소금,조금,3060003,양념,3
187,18,두부국,쇠고기,100g,3060001,주재료,5
188,18,두부국,참기름,1작은술,3060003,양념,2
189,18,두부국,파,1뿌리,3060002,부재료,1
190,18,두부국,후춧가루,조금,3060003,양념,2
191,19,두부조개탕,계란,1개,3060002,부재료,1
192,19,두부조개탕,고추,1개,3060002,부재료,1
193,19,두부조개탕,두부,1/2모,3060001,주재료,5
194,19,두부조개탕,마늘,1큰술,3060003,양념,2
195,19,두부조개탕,모시조개,200g,3060001,주재료,5
196,19,두부조개탕,밀가루,1큰술,3060002,부재료,1
197,19,두부조개탕,북어,30g,3060001,주재료,5
198,19,두부조개탕,소금,약간,3060003,양념,3
199,19,두부조개탕,실파,3뿌리,3060002,부재료,1
200,19,두부조개탕,콩나물,50g,3060002,부재료,1
201,19,두부조개탕,후춧가루,약간,3060003,양념,2
202,20,무맑은국,간장,1큰술,3060003,양념,3
203,20,무맑은국,마늘,1작은술,3060003,양념,2
204,20,무맑은국,무,400g,3060001,주재료,5
205,20,무맑은국,소금,1큰술,3060003,양념,3
206,20,무맑은국,쇠고기,120g,3060001,주재료,4
207,20,무맑은국,실파,20g,3060002,부재료,1
208,20,무맑은국,참기름,약간,3060003,양념,2
209,20,무맑은국,후춧가루,약간,3060003,양념,2
210,21,미역국,간장,2큰술,3060003,양념,3
211,21,미역국,마늘,1큰술,3060003,양념,2
212,21,미역국,미역,2컵,3060001,주재료,5
213,21,미역국,쇠고기,150g,3060001,주재료,4
214,21,미역국,식용유,약간,3060002,부재료,1
215,21,미역국,참기름,2큰술,3060003,양념,3
216,21,미역국,후춧가루,약간,3060003,양념,2
217,22,미역냉국,간장,2큰술,3060003,양념,2
218,22,미역냉국,고춧가루,약간,3060003,양념,2
219,22,미역냉국,깨소금,약간,3060003,양념,2
220,22,미역냉국,다진마늘,1/2작은술,3060003,양념,2
221,22,미역냉국,대파,1/2뿌리,3060003,양념,2
222,22,미역냉국,미역,2컵,3060001,주재료,5
223,22,미역냉국,소금,약간,3060003,양념,2
224,22,미역냉국,오이,1/2개,3060002,부재료,1
225,23,생태국,고추,1개,3060002,부재료,1
226,23,생태국,마늘,2쪽,3060003,양념,2
227,23,생태국,무,1/4개,3060002,부재료,1
228,23,생태국,미나리,50g,3060002,부재료,1
229,23,생태국,생태,1마리,3060001,주재료,5
230,23,생태국,소금,약간,3060003,양념,3
231,23,생태국,콩나물,50g,3060002,부재료,1
232,23,생태국,후춧가루,약간,3060003,양념,2
233,24,연어까르파치오,레몬즙,40g,3060003,양념,3
234,24,연어까르파치오,모듬채소,약간,3060002,부재료,1
235,24,연어까르파치오,방울토마토,4개,3060002,부재료,1
236,24,연어까르파치오,소금,약간,3060003,양념,3
237,24,연어까르파치오,양송이버섯,4개,3060002,부재료,1
238,24,연어까르파치오,양파,1/2개,3060002,부재료,1
239,24,연어까르파치오,연어,6조각,3060001,주재료,5
240,24,연어까르파치오,올리브유,60g,3060003,양념,3
241,24,연어까르파치오,차이브,4개,3060002,부재료,1
242,24,연어까르파치오,페스토소스,만드는법 참조,3060003,양념,3
243,24,연어까르파치오,후춧가루,약간,3060003,양념,2
244,25,오이냉국,간장,3큰술,3060003,양념,2
245,25,오이냉국,고추,1개,3060002,부재료,1
246,25,오이냉국,고춧가루,약간,3060003,양념,2
247,25,오이냉국,깨소금,약간,3060003,양념,2
248,25,오이냉국,다진마늘,1작은술,3060003,양념,2
249,25,오이냉국,대파,1대,3060002,부재료,1
250,25,오이냉국,설탕,1큰술,3060003,양념,2
251,25,오이냉국,소금,약간,3060003,양념,2
252,25,오이냉국,식초,3큰술,3060003,양념,3
253,25,오이냉국,오이,2개,3060001,주재료,5
254,25,오이냉국,파,1작은술,3060003,부재료,1
255,26,해산물샐러드,가리비,2개,3060001,주재료,4
256,26,해산물샐러드,가재새우,2개,3060001,주재료,4
257,26,해산물샐러드,꼴뚜기,80g,3060001,주재료,4
258,26,해산물샐러드,당근,40g,3060002,부재료,1
259,26,해산물샐러드,루콜라,40g,3060002,부재료,1
260,26,해산물샐러드,모시조개,10개,3060001,주재료,4
261,26,해산물샐러드,문어,80g,3060001,주재료,5
262,26,해산물샐러드,새우,6개,3060001,주재료,5
263,26,해산물샐러드,샐러리,40g,3060002,부재료,1
264,26,해산물샐러드,소스,,3060003,양념,3
265,26,해산물샐러드,양파,60g,3060002,부재료,1
266,26,해산물샐러드,오징어,80g,3060001,주재료,5
267,26,해산물샐러드,쭈꾸미,4개,3060001,주재료,4
268,26,해산물샐러드,참소라살,60g,3060001,주재료,4
269,26,해산물샐러드,트레비스,4잎,3060002,부재료,1
270,26,해산물샐러드,홍합,10개,3060001,주재료,5
271,27,재첩국,부추,20g,3060002,부재료,1
272,27,재첩국,소금,약간,3060003,양념,3
273,27,재첩국,재첩,10컵,3060001,주재료,5
274,28,구운감자와도미구이,감자,1개,3060001,주재료,5
275,28,구운감자와도미구이,계란노른자,적량,3060002,부재료,1
276,28,구운감자와도미구이,도미,300g,3060001,주재료,5
277,28,구운감자와도미구이,바질,10g,3060003,양념,2
278,28,구운감자와도미구이,방울토마토,50g,3060001,주재료,4
279,28,구운감자와도미구이,스위트마조람,20g,3060002,부재료,1
280,28,구운감자와도미구이,오레가노,20g,3060002,부재료,1
281,28,구운감자와도미구이,올리브,10g,3060002,부재료,1
283,28,구운감자와도미구이,올리브유,50g,3060003,양념,3
284,28,구운감자와도미구이,케이퍼,15g,3060002,부재료,1
285,28,구운감자와도미구이,화이트와인,50g,3060003,양념,3
286,29,쇠고기산적,간장,1큰술,3060003,양념,3
287,29,쇠고기산적,깨소금,약간,3060003,양념,2
288,29,쇠고기산적,꼬치,8개,3060003,양념,3
289,29,쇠고기산적,꿀,1큰술,3060003,양념,2
290,29,쇠고기산적,느타리버섯,300g,3060001,주재료,4
291,29,쇠고기산적,다진마늘,3큰술,3060003,양념,2
292,29,쇠고기산적,다진파,2큰술,3060003,양념,2
293,29,쇠고기산적,마늘,약간,3060003,양념,2
294,29,쇠고기산적,배즙,3큰술,3060003,양념,2
295,29,쇠고기산적,생강즙,1큰술,3060003,양념,2
296,29,쇠고기산적,설탕,1큰술,3060003,양념,2
297,29,쇠고기산적,쇠고기,600g,3060001,주재료,5
298,29,쇠고기산적,실파,1단,3060001,주재료,4
299,29,쇠고기산적,참기름,약간,3060003,양념,3
300,29,쇠고기산적,후춧가루,약간,3060003,양념,2
301,30,쇠고기양송이볶음,간장,1큰술,3060003,양념,3
302,30,쇠고기양송이볶음,마늘,3톨,3060003,양념,3
303,30,쇠고기양송이볶음,물엿,1큰술,3060001,양념,2
304,30,쇠고기양송이볶음,설탕,1큰술,3060003,양념,2
305,30,쇠고기양송이볶음,소금,약간,3060003,양념,3
306,30,쇠고기양송이볶음,쇠고기,400g,3060001,주재료,5
307,30,쇠고기양송이볶음,식용유,4큰술,3060003,양념,3
308,30,쇠고기양송이볶음,양송이버섯,200g,3060001,주재료,5
309,30,쇠고기양송이볶음,양파,1개,3060002,부재료,1
310,30,쇠고기양송이볶음,토마토케첩,4큰술,3060001,주재료,5
311,30,쇠고기양송이볶음,피망,4개,3060002,부재료,1
312,30,쇠고기양송이볶음,후춧가루,약간,3060003,양념,2
313,31,팥국수,밀가루,4컵,3060001,주재료,5
314,31,팥국수,소금,약간,3060003,양념,3
315,31,팥국수,콩가루,4큰술,3060002,부재료,1
316,31,팥국수,팥,2컵,3060001,주재료,5
317,32,죽순표고버섯볶음나물,간장,3큰술,3060003,양념,3
318,32,죽순표고버섯볶음나물,다진마늘,1/2큰술,3060003,양념,3
319,32,죽순표고버섯볶음나물,다진파,1큰술,3060003,양념,2
320,32,죽순표고버섯볶음나물,대파,1뿌리,3060002,부재료,1
321,32,죽순표고버섯볶음나물,설탕,1/2큰술,3060003,양념,2
322,32,죽순표고버섯볶음나물,소금,약간,3060003,양념,3
323,32,죽순표고버섯볶음나물,식용유,2큰술,3060003,양념,3
324,32,죽순표고버섯볶음나물,죽순,2개,3060001,주재료,5
325,32,죽순표고버섯볶음나물,참기름,1/2큰술,3060003,양념,3
326,32,죽순표고버섯볶음나물,표고버섯,8장,3060001,주재료,5
327,32,죽순표고버섯볶음나물,후춧가루,약간,3060003,양념,2
328,33,부추표고버섯볶음,간장,1큰술,3060003,양념,3
329,33,부추표고버섯볶음,대파,1뿌리,3060002,부재료,1
330,33,부추표고버섯볶음,돼지고기,100g,3060002,부재료,1
331,33,부추표고버섯볶음,부추,1단,3060001,주재료,5
332,33,부추표고버섯볶음,생강,1/2쪽,3060003,양념,2
333,33,부추표고버섯볶음,소금,약간,3060003,양념,3
334,33,부추표고버섯볶음,식용유,약간,3060003,양념,3
335,33,부추표고버섯볶음,청주,1큰술,3060003,양념,2
336,33,부추표고버섯볶음,표고버섯,4장,3060001,주재료,5
337,34,두부드레싱과 채소샐러드,깨소금,1작은술,3060003,양념,2
338,34,두부드레싱과 채소샐러드,꿀,1작은술,3060003,양념,2
339,34,두부드레싱과 채소샐러드,당근,1/4개,3060002,부재료,1
340,34,두부드레싱과 채소샐러드,두부,1/2모,3060001,주재료,5
341,34,두부드레싱과 채소샐러드,레몬즙,1작은술,3060003,양념,3
342,34,두부드레싱과 채소샐러드,배추,5장,3060001,주재료,5
343,34,두부드레싱과 채소샐러드,상추,10장,3060001,주재료,5
344,34,두부드레싱과 채소샐러드,소금,약간,3060003,양념,3
345,34,두부드레싱과 채소샐러드,연겨자,약간,3060003,양념,2
346,34,두부드레싱과 채소샐러드,파프리카,1/2개,3060002,부재료,1
347,35,콩나물무침,깨소금,2큰술,3060003,양념,2
348,35,콩나물무침,다진마늘,1과1/2작은술,3060003,양념,3
349,35,콩나물무침,다진파,1큰술,3060003,양념,2
350,35,콩나물무침,소금,약간,3060003,양념,3
351,35,콩나물무침,실고추,약간,3060003,양념,2
352,35,콩나물무침,참기름,1큰술,3060003,양념,3
353,35,콩나물무침,콩나물,600g,3060001,주재료,5
354,35,콩나물무침,후춧가루,약간,3060003,양념,2
355,36,우엉조림,간장,4큰술,3060003,양념,3
356,36,우엉조림,깨소금,1큰술,3060003,양념,2
357,36,우엉조림,물엿,2큰술,3060003,양념,3
358,36,우엉조림,소금,약간,3060003,양념,2
359,36,우엉조림,우엉,400g,3060001,주재료,5
360,37,바질토마토두부샐러드,간장,1큰술,3060003,양념,2
361,37,바질토마토두부샐러드,다진양파,1큰술,3060002,양념,2
362,37,바질토마토두부샐러드,두부,1모,3060001,주재료,5
363,37,바질토마토두부샐러드,바질,20장,3060001,주재료,5
364,37,바질토마토두부샐러드,소금,약간,3060003,양념,3
365,37,바질토마토두부샐러드,식용유,5큰술,3060003,양념,2
366,37,바질토마토두부샐러드,식초,3큰술,3060003,양념,3
367,37,바질토마토두부샐러드,토마토,2개,3060001,주재료,5
368,38,멸치볶음,간장,1큰술,3060003,양념,3
369,38,멸치볶음,고추,4개,3060002,부재료,1
370,38,멸치볶음,깨소금,2큰술,3060003,양념,2
371,38,멸치볶음,당근,1/2개,3060002,부재료,1
372,38,멸치볶음,멸치,1컵,3060001,주재료,5
373,38,멸치볶음,설탕,약간,3060003,양념,3
374,38,멸치볶음,식용유,4큰술,3060002,부재료,1
375,38,멸치볶음,청주,약간,3060003,양념,2
376,39,갈치무조림,간장,4큰술,3060003,양념,3
377,39,갈치무조림,갈치,1마리,3060001,주재료,5
378,39,갈치무조림,감자,1개,3060002,부재료,1
379,39,갈치무조림,고추,1개,3060002,부재료,1
380,39,갈치무조림,고추장,1큰술,3060003,양념,3
381,39,갈치무조림,고춧가루,1큰술,3060003,양념,3
382,39,갈치무조림,깨소금,약간,3060003,양념,2
383,39,갈치무조림,대파,1/2뿌리,3060002,부재료,1
384,39,갈치무조림,마늘,2톨,3060003,양념,2
385,39,갈치무조림,무,1/4개,3060001,주재료,5
386,39,갈치무조림,생강,1/2개,3060003,양념,2
387,39,갈치무조림,설탕,2큰술,3060003,양념,2
388,39,갈치무조림,참기름,약간,3060003,양념,2
389,40,닭불고기,간장,5큰술,3060003,양념,3
390,40,닭불고기,고추장,2큰술,3060002,양념,3
391,40,닭불고기,고춧가루,1과1/2큰술,3060003,양념,2
392,40,닭불고기,깨소금,약간,3060003,양념,2
393,40,닭고기불고기,닭고기,1마리,3060001,주재료,5
394,40,닭불고기,대파,1뿌리,3060002,부재료,1
395,40,닭불고기,마늘,3쪽,3060002,부재료,1
396,40,닭불고기,생강즙,1큰술,3060003,양념,2
397,40,닭불고기,후춧가루,약간,3060003,양념,2
398,41,두부다시마말이,간장,2큰술,3060003,양념,3
399,41,두부다시마말이,고추,2개,3060002,부재료,1
400,41,두부다시마말이,깨소금,1큰술,3060003,양념,2
401,41,두부다시마말이,다시마,1장,3060001,주재료,5
402,41,두부다시마말이,당근,1/4개,3060002,부재료,1
403,41,두부다시마말이,두부,1모,3060002,주재료,5
404,41,두부다시마말이,들깨,1큰술,3060003,양념,2
405,41,두부다시마말이,소금,1작은술,3060003,양념,2
406,41,두부다시마말이,참기름,1작은술,3060003,양념,2
407,41,두부다시마말이,초고추장,2큰술,3060003,양념,3
408,41,두부다시마말이,표고버섯,5장,3060002,부재료,1
409,41,두부다시마말이,후춧가루,약간,3060003,양념,2
410,42,팥칼국수,설탕,약간,3060003,양념,3
411,42,팥칼국수,소금,약간,3060003,양념,2
412,42,팥칼국수,칼국수,300g,3060001,주재료,5
413,42,팥칼국수,팥,3컵,3060001,주재료,5
414,43,콩나물잡채,간장,2큰술,3060003,양념,3
415,43,콩나물잡채,계란,2개,3060002,부재료,1
416,43,콩나물잡채,깨소금,약간,3060003,양념,2
417,43,콩나물잡채,다진마늘,약간,3060003,양념,3
418,43,콩나물잡채,다진파,약간,3060003,양념,2
419,43,콩나물잡채,당근,1/2개,3060002,부재료,1
420,43,콩나물잡채,미나리,1단,3060002,부재료,1
421,43,콩나물잡채,설탕,2작은술,3060003,양념,3
422,43,콩나물잡채,소금,약간,3060003,양념,3
423,43,콩나물잡채,쇠고기,100g,3060001,주재료,4
424,43,콩나물잡채,식용유,2큰술,3060002,부재료,1
425,43,콩나물잡채,양파,1/2개,3060002,부재료,1
426,43,콩나물잡채,참기름,2큰술,3060003,양념,3
427,43,콩나물잡채,콩나물,400g,3060001,주재료,5
428,43,콩나물잡채,표고버섯,4장,3060001,부재료,1
429,43,콩나물잡채,후춧가루,약간,3060003,양념,2
430,44,양배추말이찜,간장,1큰술,3060003,양념,2
431,44,양배추말이찜,깨소금,1큰술,3060003,양념,2
432,44,양배추말이찜,녹말,1작은술,3060002,부재료,1
433,44,양배추말이찜,다진마늘,1큰술,3060003,양념,3
434,44,양배추말이찜,다진파,2큰술,3060003,양념,2
435,44,양배추말이찜,무명실,8개,3060002,부재료,1
436,44,양배추말이찜,밤,8개,3060001,주재료,4
437,44,양배추말이찜,소금,약간,3060003,양념,3
438,44,양배추말이찜,쇠고기,300g,3060001,주재료,4
439,44,양배추말이찜,양배추,8장,3060001,주재료,5
440,44,양배추말이찜,양파,1/2개,3060001,주재료,4
441,44,양배추말이찜,육수,1컵,3060002,부재료,1
442,44,양배추말이찜,참기름,1/2큰술,3060003,양념,2
443,44,양배추말이찜,청주,1큰술,3060003,양념,2
444,44,양배추말이찜,파슬리가루,약간,3060002,부재료,1
445,44,양배추말이찜,후춧가루,약간,3060003,양념,2
446,45,마늘장아찌,간장,1/2컵,3060001,주재료,5
447,45,마늘장아찌,마늘,10통,3060001,주재료,5
448,45,마늘장아찌,소금,1/2컵,3060003,양념,3
449,45,마늘장아찌,식초,5컵,3060003,양념,3
450,46,오징어불고기,간장,1큰술,3060003,양념,3
451,46,오징어불고기,고추장,2큰술,3060003,양념,3
452,46,오징어불고기,고춧가루,1/2큰술,3060003,양념,3
453,46,오징어불고기,깨소금,1작은술,3060003,양념,2
454,46,오징어불고기,다진마늘,1큰술,3060003,양념,3
455,46,오징어불고기,다진파,2큰술,3060003,양념,2
456,46,오징어불고기,물엿,1큰술,3060003,양념,3
457,46,오징어불고기,생강즙,1/2큰술,3060003,양념,2
458,46,오징어불고기,설탕,1큰술,3060003,양념,3
459,46,오징어불고기,오징어,2마리,3060001,주재료,5
460,46,오징어불고기,참기름,1/2큰술,3060003,양념,2
461,47,생선탕수,간장,1작은술,3060003,양념,3
462,47,생선탕수,계란,1개,3060002,부재료,1
463,47,생선탕수,녹말,4큰술,3060002,부재료,1
464,47,생선탕수,당근,1/2개씩,3060002,부재료,1
465,47,생선탕수,마늘,1쪽,3060003,양념,3
466,47,생선탕수,목이버섯,30g,3060001,부재료,1
467,47,생선탕수,생강즙,1작은술,3060001,주재료,4
468,47,생선탕수,생선살,300g,3060001,주재료,5
469,47,생선탕수,설탕,3큰술,3060003,양념,3
470,47,생선탕수,소금,조금씩,3060003,양념,2
471,47,생선탕수,식용유,3컵,3060002,부재료,1
472,47,생선탕수,식초,2큰술,3060003,양념,3
473,47,생선탕수,양파,1/2개씩,3060002,부재료,1
474,47,생선탕수,육수,1컵,3060002,부재료,1
475,47,생선탕수,청주,1큰술,3060003,양념,2
476,47,생선탕수,토마토케첩,1큰술,3060003,양념,3
477,47,생선탕수,파인애플,1쪽,3060002,부재료,1
478,47,생선탕수,피망,1개,3060002,부재료,1
479,47,생선탕수,후춧가루,조금씩,3060003,양념,2
480,48,갈비구이,간장,1/4컵,3060003,양념,3
481,48,갈비구이,깻잎,약간,3060002,부재료,1
482,48,갈비구이,대파,1/2뿌리,3060003,양념,3
483,48,갈비구이,돼지고기,1.2kg,3060001,주재료,5
484,48,갈비구이,마늘,3쪽,3060003,양념,3
485,48,갈비구이,물엿,2큰술,3060003,양념,3
