,RECIPE_ID,RECIPE_NM_KO,IRDNT_NM,IRDNT_CPCTY,IRDNT_TY_CODE,IRDNT_TY_NM,SCORE
3269,300,다시마볶음,소금,적당량,3060003,양념,3
3270,300,다시마볶음,식용유,약간,3060002,양념,3
3271,300,다시마볶음,실파,3뿌리,3060002,부재료,1
3272,300,다시마볶음,참기름,약간,3060003,양념,2
3273,300,다시마볶음,청주,1/2큰술,3060003,양념,2
3274,300,다시마볶음,후춧가루,적당량,3060003,양념,2
3275,301,버섯잡채밥,간장,1큰술,3060003,양념,3
3277,301,버섯잡채밥,깨소금,적당량,3060003,부재료,1
3278,301,버섯잡채밥,느타리버섯,30g,3060001,부재료,1
3279,301,버섯잡채밥,다진마늘,1/2큰술,3060003,양념,3
3280,301,버섯잡채밥,다진파,1/2큰술,3060003,양념,2
3281,301,버섯잡채밥,당근,30g,3060002,부재료,1
3282,301,버섯잡채밥,당면,300g,3060001,주재료,5
3283,301,버섯잡채밥,목이버섯,30g,3060001,부재료,1
3284,301,버섯잡채밥,밥,2공기,3060001,주재료,5
3285,301,버섯잡채밥,설탕,1/2큰술,3060003,양념,2
3286,301,버섯잡채밥,소금,적당량,3060003,양념,3
3287,301,버섯잡채밥,쇠고기,100g,3060002,주재료,5
3288,301,버섯잡채밥,실파,60g,3060002,부재료,1
3289,301,버섯잡채밥,양파,1/2개,3060002,부재료,1
3290,301,버섯잡채밥,참기름,적당량,3060003,양념,2
3292,301,버섯잡채밥,팽이버섯,30g,3060001,주재료,5
3293,301,버섯잡채밥,후춧가루,적당량,3060003,양념,3
3294,302,쑥브리오슈,강력분,500g,3060001,주재료,4
3295,302,쑥브리오슈,계란,5개,3060002,주재료,5
3296,302,쑥브리오슈,버터,150g,3060002,주재료,4
3297,302,쑥브리오슈,설탕,75g,3060001,양념,3
3298,302,쑥브리오슈,소금,10g,3060002,양념,3
3299,302,쑥브리오슈,쑥,10g,3060001,주재료,5
3300,302,쑥브리오슈,이스트,35g,3060002,주재료,5
3301,303,된장깻잎장아찌,깻잎,30장,3060001,주재료,5
3302,303,된장깻잎장아찌,된장,적당량,3060003,양념,3
3303,303,된장깻잎장아찌,소금,4큰술,3060003,양념,3
3304,304,비빔쌀국수,간장,3큰술,3060003,양념,2
3305,304,비빔쌀국수,다진고추,2큰술,3060003,양념,2
3306,304,비빔쌀국수,다진마늘,1/2큰술,3060003,양념,3
3307,304,비빔쌀국수,다진파,1큰술,3060003,양념,3
3308,304,비빔쌀국수,레몬,1개,3060002,양념,3
3309,304,비빔쌀국수,상추,8잎,3060002,부재료,1
3310,304,비빔쌀국수,새우,8마리,3060002,주재료,4
3311,304,비빔쌀국수,설탕,2큰술,3060003,양념,3
3312,304,비빔쌀국수,소금,약간,3060003,양념,3
3313,304,비빔쌀국수,쇠고기,200g,3060002,부재료,1
3314,304,비빔쌀국수,식초,1/4컵,3060003,양념,2
3315,304,비빔쌀국수,실파,1/2컵,3060003,부재료,1
3316,304,비빔쌀국수,쌀국수,500g,3060001,주재료,5
3317,304,비빔쌀국수,양파,1/2개,3060002,부재료,1
3318,304,비빔쌀국수,육수,1과1/2컵,3060003,양념,3
3319,304,비빔쌀국수,후춧가루,약간,3060003,양념,3
3320,305,아욱국,대파,약간,3060002,부재료,1
3321,305,아욱국,된장,2과1/2큰술,3060003,양념,3
3322,305,아욱국,마늘,1/2큰술,3060003,양념,3
3323,305,아욱국,멸치,4마리,3060003,양념,3
3324,305,아욱국,모시조개,10개,3060002,부재료,1
3325,305,아욱국,아욱,200g,3060001,주재료,5
3326,305,아욱국,후춧가루,약간,3060003,양념,2
3327,306,라볶이,고추장,1과1/2큰술,3060003,양념,3
3328,306,라볶이,고춧가루,1/2큰술,3060003,양념,3
3329,306,라볶이,대파,적당량,3060002,부재료,1
3330,306,라볶이,떡,30g,3060001,주재료,5
3331,306,라볶이,라면,1봉,3060001,주재료,5
3332,306,라볶이,마늘,1큰술,3060002,양념,3
3333,306,라볶이,설탕,1큰술,3060003,양념,3
3334,306,라볶이,어묵,30g,3060001,주재료,4
3335,307,고등어김치조림,간장,2큰술,3060003,양념,3
3336,307,고등어김치조림,고등어,1마리,3060001,주재료,5
3337,307,고등어김치조림,고춧가루,½큰술,3060003,양념,3
3338,307,고등어김치조림,김치,1/4포기,3060001,주재료,5
3339,307,고등어김치조림,다진마늘,1큰술,3060003,양념,3
3340,307,고등어김치조림,다진생강,1큰술,3060003,양념,3
3341,307,고등어김치조림,설탕,1큰술,3060003,양념,2
3342,307,고등어김치조림,파,1뿌리,3060002,부재료,1
3343,308,류산슬,간장,2큰술,3060003,양념,2
3344,308,류산슬,굴소스,1큰술,3060003,양념,3
3345,308,류산슬,녹말,8큰술,3060002,주재료,4
3346,308,류산슬,대파,1뿌리,3060002,부재료,1
3347,308,류산슬,마늘,2쪽,3060003,양념,3
3348,308,류산슬,부추,30g,3060002,부재료,1
3349,308,류산슬,새우,50g,3060001,주재료,5
3350,308,류산슬,생강,약간,3060003,양념,2
3351,308,류산슬,쇠고기,150g,3060001,주재료,5
3352,308,류산슬,식용유,3큰술,3060002,주재료,1
3353,308,류산슬,완두콩,20g,3060002,부재료,1
3354,308,류산슬,죽순,1개,3060002,부재료,1
3355,308,류산슬,참기름,약간,3060003,양념,2
3356,308,류산슬,청주,1큰술,3060003,양념,2
3357,308,류산슬,표고버섯,2장,3060002,부재료,1
3358,308,류산슬,해삼,80g,3060001,부재료,1
3359,308,류산슬,후춧가루,약간,3060003,양념,2
3360,309,바지락볶음,고추,2개,3060002,부재료,1
3361,309,바지락볶음,다진마늘,2큰술,3060003,양념,3
3362,309,바지락볶음,대파,1뿌리,3060003,양념,3
3363,309,바지락볶음,두반장,2과1/2큰술,3060003,양념,2
3364,309,바지락볶음,마른고추,2개,3060003,양념,3
3365,309,바지락볶음,바지락,2봉지,3060001,주재료,5
3366,309,바지락볶음,설탕,1큰술,3060003,양념,2
3367,309,바지락볶음,식용유,적당량,3060002,양념,3
3368,310,가지쇠고기볶음,가지,1개,3060001,주재료,5
3369,310,가지쇠고기볶음,간장,1큰술,3060003,양념,3
3370,310,가지쇠고기볶음,고추,1개,3060002,부재료,1
3372,310,가지쇠고기볶음,깨소금,적당량,3060003,양념,2
3373,310,가지쇠고기볶음,다진마늘,1/2큰술,3060003,양념,3
3374,310,가지쇠고기볶음,대파,1/2뿌리,3060002,부재료,1
3375,310,가지쇠고기볶음,설탕,1/2큰술씩,3060003,양념,3
3376,310,가지쇠고기볶음,소금,1/2큰술씩,3060003,양념,3
3377,310,가지쇠고기볶음,쇠고기,100g,3060001,주재료,5
3378,310,가지쇠고기볶음,참기름,적당량,3060003,양념,2
3379,310,가지쇠고기볶음,청주,1큰술,3060003,양념,2
3380,311,버섯청국장찌개,고추,1개,3060002,부재료,1
3382,311,버섯청국장찌개,느타리버섯,70g,3060001,주재료,4
3383,311,버섯청국장찌개,다진마늘,2작은술,3060003,양념,3
3384,311,버섯청국장찌개,대파,1/2뿌리,3060002,부재료,1
3385,311,버섯청국장찌개,두부,80g,3060002,주재료,5
3386,311,버섯청국장찌개,양송이버섯,30g,3060002,주재료,4
3387,311,버섯청국장찌개,청국장,3큰술,3060001,주재료,5
3388,311,버섯청국장찌개,팽이버섯,30g,3060002,주재료,4
3389,311,버섯청국장찌개,표고버섯,30g,3060001,주재료,4
3390,311,버섯청국장찌개,호박,70g,3060002,부재료,1
3391,312,부추부침개,계란,2개,3060002,주재료,5
3392,312,부추부침개,고추,10개,3060001,부재료,1
3393,312,부추부침개,밀가루,1컵,3060001,주재료,5
3394,312,부추부침개,부추,200g,3060001,주재료,5
3395,312,부추부침개,식용유,적당량,3060002,주재료,1
3396,312,부추부침개,오징어,1마리,3060001,부재료,1
3397,312,부추부침개,찹쌀가루,4큰술,3060001,주재료,4
3398,313,냉고기쌈,간장,2큰술,3060002,양념,2
3400,313,냉고기쌈,고추냉이,1작은술,3060003,양념,2
3401,313,냉고기쌈,당근,50g,3060001,부재료,1
3402,313,냉고기쌈,무순,50g,3060001,부재료,1
3403,313,냉고기쌈,설탕,적당량,3060002,양념,3
3404,313,냉고기쌈,쇠고기,400g,3060001,주재료,5
3405,313,냉고기쌈,식초,2/3큰술,3060003,양념,2
3406,313,냉고기쌈,양배추,70g,3060001,주재료,5
3407,313,냉고기쌈,청주,4큰술,3060002,양념,2
3408,314,치킨버섯찜,간장,1큰술,3060003,양념,2
3409,314,치킨버섯찜,계란,1개,3060002,부재료,1
3410,314,치킨버섯찜,계란노른자,1개,3060003,부재료,1
3411,314,치킨버섯찜,고추,1개,3060002,부재료,1
3412,314,치킨버섯찜,느타리버섯,30g,3060001,주재료,4
3413,314,치킨버섯찜,닭고기,500g,3060001,주재료,5
3414,314,치킨버섯찜,당근,30g,3060002,부재료,1
3415,314,치킨버섯찜,설탕,1/2큰술,3060003,양념,3
3416,314,치킨버섯찜,소금,약간,3060003,양념,3
3417,314,치킨버섯찜,청주,1작은술,3060003,양념,2
3418,314,치킨버섯찜,팽이버섯,30g,3060001,주재료,4
3419,314,치킨버섯찜,표고버섯,3장,3060001,부재료,1
3420,314,치킨버섯찜,후춧가루,약간,3060003,양념,2
3421,315,새송이산적,간장,3큰술,3060003,양념,3
3422,315,새송이산적,깨소금,1큰술,3060003,부재료,1
3423,315,새송이산적,다진마늘,1큰술,3060003,양념,3
3424,315,새송이산적,다진파,1과1/2큰술,3060003,양념,3
3425,315,새송이산적,새송이버섯,300g,3060001,주재료,5
3426,315,새송이산적,설탕,2큰술,3060003,양념,2
3427,315,새송이산적,소금,2작은술,3060003,양념,2
3428,315,새송이산적,쇠고기,400g,3060001,주재료,5
3429,315,새송이산적,잣가루,약간,3060001,양념,2
3430,315,새송이산적,참기름,적당량,3060003,양념,2
3431,315,새송이산적,후춧가루,적당량,3060003,양념,2
3432,316,물만두,간장,2큰술,3060003,양념,3
3433,316,물만두,대파,1/2뿌리,3060002,부재료,1
3434,316,물만두,돼지고기,300g,3060001,주재료,5
3435,316,물만두,밀가루,3컵,3060001,주재료,5
3436,316,물만두,부추,200g,3060001,주재료,4
3437,316,물만두,생강,1큰술,3060003,양념,2
3438,316,물만두,소금,1작은술,3060003,양념,3
3439,316,물만두,참기름,1큰술,3060003,양념,2
3440,316,물만두,후춧가루,약간,3060003,양념,2
3441,317,볶음쌀국수,간장,1작은술,3060003,양념,3
3442,317,볶음쌀국수,고추,1개,3060002,부재료,1
3443,317,볶음쌀국수,굴소스,1큰술,3060003,양념,3
3444,317,볶음쌀국수,대파,1/2뿌리,3060003,양념,3
3445,317,볶음쌀국수,돼지고기,20g,3060001,주재료,4
3446,317,볶음쌀국수,마늘,1쪽,3060003,양념,3
3447,317,볶음쌀국수,생강,1작은술,3060003,양념,2
3448,317,볶음쌀국수,설탕,1큰술,3060003,양념,3
3449,317,볶음쌀국수,소금,약간,3060003,양념,3
3450,317,볶음쌀국수,숙주나물,30g,3060001,주재료,4
3451,317,볶음쌀국수,쌀국수,30g,3060001,주재료,5
3452,317,볶음쌀국수,후춧가루,약간,3060003,양념,2
3453,318,버섯파스타,간장,3큰술,3060003,양념,2
3454,318,버섯파스타,느타리버섯,100g,3060001,주재료,4
3455,318,버섯파스타,다진마늘,2큰술,3060003,양념,3
3456,318,버섯파스타,양송이버섯,100g,3060001,주재료,4
3457,318,버섯파스타,올리브유,적당량,3060002,양념,3
3458,318,버섯파스타,파,1대,3060002,부재료,1
3459,318,버섯파스타,파스타,250g,3060001,주재료,5
3460,318,버섯파스타,표고버섯,150g,3060001,주재료,4
3461,318,버섯파스타,화이트와인,3큰술,3060003,양념,3
3462,319,닭개장,간장,2큰술,3060003,양념,3
3463,319,닭개장,고사리,100g,3060001,부재료,1
3464,319,닭개장,고춧가루,3큰술,3060003,양념,3
3465,319,닭개장,다진마늘,1큰술,3060003,양념,3
3466,319,닭개장,닭고기,10개,3060001,주재료,5
3467,319,닭개장,닭육수,3큰술,3060003,양념,3
3468,319,닭개장,대파,2뿌리,3060001,부재료,1
3469,319,닭개장,도라지,100g,3060002,부재료,1
3470,319,닭개장,마늘,3쪽,3060002,양념,3
3471,319,닭개장,생강,1개,3060002,양념,2
3472,319,닭개장,생강즙,2작은술,3060003,양념,2
3473,319,닭개장,소금,적당량,3060003,양념,3
3474,319,닭개장,참기름,1큰술,3060003,양념,2
3475,319,닭개장,후춧가루,적당량,3060003,양념,2
3476,320,김치볶음밥,감자,1/4개,3060002,부재료,1
3477,320,김치볶음밥,계란,2개,3060002,부재료,1
3478,320,김치볶음밥,김치,1/3포기,3060001,주재료,5
3479,320,김치볶음밥,밥,2공기,3060001,주재료,5
3480,320,김치볶음밥,소금,약간,3060003,양념,3
3481,320,김치볶음밥,식용유,약간,3060002,주재료,1
3482,320,김치볶음밥,양파,1/2개,3060002,부재료,1
3483,320,김치볶음밥,햄,60g,3060002,부재료,1
3484,320,김치볶음밥,후춧가루,약간,3060003,양념,2
3485,321,오징어채볶음,고추장,1큰술,3060001,양념,2
3486,321,오징어채볶음,물엿,1작은술,3060003,양념,2
3487,321,오징어채볶음,설탕,1큰술,3060001,양념,2
3488,321,오징어채볶음,식용유,2큰술,3060002,주재료,1
3489,321,오징어채볶음,오징어채,100g,3060001,주재료,5
3490,321,오징어채볶음,참기름,1작은술,3060003,양념,2
3491,321,오징어채볶음,청주,1큰술,3060003,양념,2
3492,322,바지락칼국수,다진마늘,1큰술,3060003,양념,3
3493,322,바지락칼국수,바지락,200g,3060001,주재료,5
3494,322,바지락칼국수,소금,약간,3060003,양념,3
3495,322,바지락칼국수,애호박,1/4개,3060001,부재료,1
3496,322,바지락칼국수,양파,1개,3060002,부재료,1
3497,322,바지락칼국수,청장,2큰술,3060003,양념,3
3498,322,바지락칼국수,청주,1큰술,3060003,양념,2
3499,322,바지락칼국수,칼국수,300g,3060001,주재료,2
3500,322,바지락칼국수,후춧가루,약간,3060003,양념,2
3501,323,오징어도라지생채,간장,1작은술,3060003,양념,2
3502,323,오징어도라지생채,고추장,2큰술,3060003,양념,2
3503,323,오징어도라지생채,고춧가루,1작은술,3060003,양념,3
3504,323,오징어도라지생채,깨소금,약간,3060003,부재료,1
3505,323,오징어도라지생채,도라지,100g,3060001,주재료,5
3506,323,오징어도라지생채,물엿,1큰술,3060003,양념,2
3507,323,오징어도라지생채,소금,약간,3060002,양념,3
3508,323,오징어도라지생채,식초,2큰술,3060003,양념,2
3509,323,오징어도라지생채,오이,1개,3060002,부재료,1
3510,323,오징어도라지생채,오징어,1마리,3060001,주재료,5
3511,323,오징어도라지생채,참기름,약간,3060003,양념,2
3512,324,애호박무침,간장,1큰술,3060003,양념,3
3513,324,애호박무침,고춧가루,2작은술,3060003,양념,2
3514,324,애호박무침,깨소금,약간,3060003,양념,2
3515,324,애호박무침,다진마늘,2작은술,3060003,양념,3
3516,324,애호박무침,새우젓국,1큰술,3060003,양념,2
3517,324,애호박무침,식용유,적당량,3060001,주재료,1
3518,324,애호박무침,애호박,1개,3060001,주재료,5
3519,324,애호박무침,참기름,1작은술,3060003,양념,2
3521,324,애호박무침,파,2큰술,3060003,부재료,1
3522,324,애호박무침,피망,1/2개,3060001,부재료,1
3524,325,양송이버섯죽,깨소금,1큰술,3060003,양념,2
3525,325,양송이버섯죽,깻잎,3장,3060002,부재료,1
3526,325,양송이버섯죽,당근,30g,3060002,부재료,1
3527,325,양송이버섯죽,소금,1작은술,3060003,양념,3
3528,325,양송이버섯죽,실파,3뿌리,3060002,부재료,1
3529,325,양송이버섯죽,양송이버섯,5개,3060001,주재료,5
3530,325,양송이버섯죽,양파,1/3개,3060002,부재료,1
3531,325,양송이버섯죽,참기름,1큰술,3060003,양념,2
3532,325,양송이버섯죽,찹쌀,1컵,3060001,주재료,4
3533,325,양송이버섯죽,호박,50g,3060002,부재료,1
3534,326,홍합미역국,간장,3큰술,3060003,양념,3
3535,326,홍합미역국,미역,150g,3060001,주재료,5
3536,326,홍합미역국,소금,1작은술,3060003,양념,3
3537,326,홍합미역국,참기름,1큰술,3060001,양념,3
3538,326,홍합미역국,홍합,10개,3060001,주재료,5
3539,326,홍합미역국,후춧가루,1/4작은술,3060003,양념,2
3540,327,오징어덮밥,고추장,1큰술,3060003,양념,3
3541,327,오징어덮밥,깨소금,약간,3060003,부재료,1
3542,327,오징어덮밥,두반장,1큰술,3060003,양념,2
3543,327,오징어덮밥,밥,2공기,3060001,주재료,5
3544,327,오징어덮밥,설탕,약간,3060003,양념,3
3545,327,오징어덮밥,소금,약간,3060003,양념,3
3546,327,오징어덮밥,식용유,약간,3060002,주재료,1
3547,327,오징어덮밥,실파,10g,3060002,부재료,1
3548,327,오징어덮밥,양파,2/3개,3060002,부재료,1
3549,327,오징어덮밥,오징어,1마리,3060001,주재료,5
3550,327,오징어덮밥,피망,1/2개,3060002,부재료,1
3551,327,오징어덮밥,후춧가루,약간,3060003,양념,2
3552,328,모듬채소볶음,간장,1/2큰술,3060003,양념,2
3553,328,모듬채소볶음,감자,1/4개,3060001,주재료,4
3554,328,모듬채소볶음,굴소스,1/2큰술,3060003,양념,3
3555,328,모듬채소볶음,다진마늘,1작은술,3060003,양념,3
3556,328,모듬채소볶음,당근,1/4개,3060001,주재료,4
3557,328,모듬채소볶음,소금,약간,3060003,양념,3
3558,328,모듬채소볶음,식용유,약간,3060002,주재료,1
3559,328,모듬채소볶음,옥수수,3큰술,3060001,주재료,4
3560,328,모듬채소볶음,완두콩,3큰술,3060001,부재료,1
3561,328,모듬채소볶음,참기름,1큰술,3060003,양념,2
3562,328,모듬채소볶음,콩,5개,3060001,부재료,1
3563,328,모듬채소볶음,후춧가루,약간,3060003,양념,2
3564,329,대구탕,고추,1개,3060001,부재료,1
3566,329,대구탕,고추장,1큰술,3060003,양념,2
3567,329,대구탕,고춧가루,2큰술,3060003,양념,3
3568,329,대구탕,대구,1/2마리,3060001,주재료,5
3569,329,대구탕,무,30g,3060001,주재료,4
3570,329,대구탕,미나리,20g,3060001,주재료,4
3571,329,대구탕,소금,약간,3060003,양념,3
3572,329,대구탕,청주,약간,3060003,양념,2
3573,329,대구탕,콩나물,25g,3060001,부재료,1
3574,329,대구탕,팽이버섯,20g,3060002,부재료,1
3575,329,대구탕,후춧가루,약간,3060003,양념,2
3576,330,불고기찹쌀구이,간장,2큰술,3060003,양념,2
3577,330,불고기찹쌀구이,겨자,2큰술,3060001,양념,2
3578,330,불고기찹쌀구이,설탕,2큰술,3060001,양념,3
3579,330,불고기찹쌀구이,쇠고기,200g,3060001,주재료,5
3580,330,불고기찹쌀구이,식용유,1/4컵,3060002,부재료,1
3581,330,불고기찹쌀구이,식초,2큰술,3060001,양념,2
3582,330,불고기찹쌀구이,참기름,약간,3060003,양념,2
3583,330,불고기찹쌀구이,찹쌀가루,1/2컵,3060001,주재료,5
3584,330,불고기찹쌀구이,후춧가루,약간,3060003,양념,2
3585,331,고추부각,고추,150g,3060001,주재료,5
3586,331,고추부각,설탕,약간,3060001,양념,2
3587,331,고추부각,소금,약간,3060001,양념,3
3588,331,고추부각,식용유,4컵,3060002,부재료,1
3589,331,고추부각,찹쌀가루,1/2컵,3060001,주재료,4
3590,332,충무김밥,고춧가루,3큰술,3060001,양념,3
3591,332,충무김밥,김,2장,3060001,주재료,5
3592,332,충무김밥,까나리액젓,1큰술,3060003,양념,3
3593,332,충무김밥,깨소금,약간,3060003,부재료,1
3594,332,충무김밥,다진마늘,약간,3060003,양념,3
3595,332,충무김밥,다진파,약간,3060003,양념,3
3596,332,충무김밥,무,30g,3060001,주재료,4
3597,332,충무김밥,밥,2공기,3060001,주재료,5
3598,332,충무김밥,설탕,2큰술,3060003,양념,3
3599,332,충무김밥,식초,4큰술,3060003,양념,2
3600,332,충무김밥,오징어,1/2마리,3060001,주재료,5
3601,332,충무김밥,참기름,약간,3060003,양념,2
3602,333,기스면,간장,1큰술,3060003,양념,3
3603,333,기스면,닭고기,150g,3060001,주재료,5
3604,333,기스면,당근,50g,3060002,부재료,1
3605,333,기스면,대파,1뿌리,3060003,부재료,1
3606,333,기스면,부추,50g,3060001,부재료,1
3607,333,기스면,생강,1쪽,3060003,양념,2
3608,333,기스면,소금,약간,3060003,양념,3
3609,333,기스면,소면,400g,3060001,주재료,5
3610,333,기스면,청주,1큰술,3060003,양념,2
3611,333,기스면,후춧가루,약간,3060003,양념,2
3612,334,감자수프,감자,300g,3060001,주재료,5
3613,334,감자수프,계란노른자,1개,3060002,부재료,1
3614,334,감자수프,대파,30g,3060001,부재료,1
3615,334,감자수프,버터,30g,3060001,주재료,4
3616,334,감자수프,생크림,84g,3060002,주재료,4
3617,334,감자수프,소금,약간,3060003,양념,3
3618,334,감자수프,양파,60g,3060001,부재료,1
3619,334,감자수프,육수,750g,3060001,양념,3
3620,334,감자수프,후춧가루,약간,3060003,양념,2
3621,335,마늘빵,마늘,2톨,3060002,주재료,5
3622,335,마늘빵,바게트,1개,3060001,주재료,5
3623,335,마늘빵,버터,2큰술,3060002,주재료,4
3624,335,마늘빵,파슬리가루,1작은술,3060002,부재료,1
3625,336,치킨수프,계란,1개,3060002,부재료,1
3626,336,치킨수프,녹말,약간,3060002,부재료,1
3627,336,치킨수프,닭고기,100g,3060001,주재료,5
3628,336,치킨수프,닭육수,200g,3060001,주재료,4
3629,336,치킨수프,당근,10g,3060002,부재료,1
3630,336,치킨수프,소금,약간,3060003,양념,3
3631,336,치킨수프,실파,2뿌리,3060002,부재료,1
3632,336,치킨수프,죽순,10g,3060001,부재료,1
3633,336,치킨수프,참기름,약간,3060003,양념,2
3634,336,치킨수프,표고버섯,1개,3060002,부재료,1
3635,336,치킨수프,후춧가루,약간,3060003,양념,2
3636,337,계란찜,계란,2개,3060001,주재료,5
3637,337,계란찜,다시다,약간,3060003,양념,2
3638,337,계란찜,다진파,1큰술,3060003,양념,3
3639,337,계란찜,당근,1/4개,3060002,부재료,1
3640,337,계란찜,설탕,1/4작은술,3060003,양념,2
3641,337,계란찜,소금,약간,3060003,양념,3
3642,337,계란찜,스위트콘,2큰술,3060002,부재료,1
3643,337,계란찜,시금치,10g,3060002,부재료,1
3644,337,계란찜,후춧가루,약간,3060003,양념,2
3645,338,콩나물비빔밥,다진쇠고기,30g,3060001,주재료,4
3646,338,콩나물비빔밥,당근,15g,3060002,부재료,1
3647,338,콩나물비빔밥,밥,60g,3060001,주재료,5
3648,338,콩나물비빔밥,보리,10g,3060001,부재료,1
3649,338,콩나물비빔밥,소금,1큰술,3060003,양념,3
3650,338,콩나물비빔밥,오이,20g,3060001,부재료,1
3651,338,콩나물비빔밥,콩나물,40g,3060001,주재료,5
3652,339,인절미,소금,1큰술,3060003,양념,3
3653,339,인절미,찹쌀,1/4되,3060001,주재료,5
3654,339,인절미,콩,1/2컵,3060002,주재료,5
3655,340,상추채소무침,간장,1/4작은술,3060003,양념,2
3656,340,상추채소무침,고춧가루,1작은술,3060003,양념,3
3657,340,상추채소무침,깨소금,약간,3060003,부재료,1
3658,340,상추채소무침,들깻잎,10g,3060001,주재료,4
3659,340,상추채소무침,상추,10g,3060001,주재료,5
3660,340,상추채소무침,설탕,1/2작은술,3060003,양념,2
3661,340,상추채소무침,식초,1/2작은술,3060003,양념,2
3662,340,상추채소무침,쑥갓,5g,3060001,부재료,1
3663,340,상추채소무침,참기름,약간,3060003,양념,2
3664,340,상추채소무침,케일,10g,3060001,부재료,1
3665,341,호박양파국,고추,1/2개,3060002,부재료,1
3666,341,호박양파국,국멸치,5개,3060003,양념,2
3667,341,호박양파국,대파,5g,3060002,부재료,1
3668,341,호박양파국,된장,한큰술,3060003,양념,3
3669,341,호박양파국,두부,15g,3060001,주재료,4
3670,341,호박양파국,소금,약간,3060003,양념,3
3671,341,호박양파국,양파,20g,3060001,주재료,5
3672,341,호박양파국,호박,20g,3060001,주재료,5
3673,342,꽁치구이,간장,1큰술,3060003,양념,3
3674,342,꽁치구이,꽁치,1마리,3060001,주재료,5
3675,342,꽁치구이,레몬,1/8조각,3060003,양념,2
3676,342,꽁치구이,소금,3큰술,3060003,양념,3
3677,342,꽁치구이,와사비,약간,3060003,양념,2
3678,343,오징어젓갈,고춧가루,2큰술,3060003,양념,2
3679,343,오징어젓갈,다진마늘,1/2큰술,3060003,양념,3
3680,343,오징어젓갈,다진생강,1/4큰술,3060003,양념,3
3681,343,오징어젓갈,다진파,1큰술,3060003,양념,2
3682,343,오징어젓갈,소금,3큰술,3060003,양념,3
3683,343,오징어젓갈,오징어,1마리,3060001,주재료,5
3684,344,무생채,고춧가루,1작은술,3060003,양념,3
3685,344,무생채,깨소금,약간,3060003,양념,3
3686,344,무생채,다진마늘,1/2작은술,3060002,양념,3
3687,344,무생채,다진파,1작은술,3060002,부재료,1
3688,344,무생채,무,1/4개,3060001,주재료,5
3689,344,무생채,설탕,1과 2/3큰술,3060003,양념,2
3690,344,무생채,소금,약간,3060003,양념,3
3691,344,무생채,식초,1과 1/2큰술,3060003,양념,2
3692,344,무생채,참기름,약간,3060003,양념,2
3693,345,해물국시,간장,2큰술,3060003,양념,2
3694,345,해물국시,감자,15g,3060002,부재료,1
3695,345,해물국시,고추,5g,3060002,부재료,1
3696,345,해물국시,다시마,10g,3060003,양념,2
3697,345,해물국시,대파,5g,3060002,부재료,1
3698,345,해물국시,바지락,100g,3060001,주재료,4
3699,345,해물국시,새우,4마리,3060001,주재료,4
3700,345,해물국시,소금,약간,3060003,양념,3
3701,345,해물국시,참기름,약간,3060003,양념,2
3702,345,해물국시,칼국수,120g,3060001,주재료,5
3703,345,해물국시,호박,15g,3060002,부재료,1
3704,346,안심스테이크,감자,20g,3060002,부재료,1
3705,346,안심스테이크,당근,20g,3060002,부재료,1
3706,346,안심스테이크,레드와인,4큰술,3060003,양념,3
3707,346,안심스테이크,밀가루,4큰술,3060002,부재료,1
3708,346,안심스테이크,버터,4큰술,3060002,부재료,1
3709,346,안심스테이크,소금,1작은술,3060003,양념,3
3710,346,안심스테이크,쇠고기,2쪽,3060001,주재료,5
3711,346,안심스테이크,오이,20g,3060002,부재료,1
3712,346,안심스테이크,우스터소스,1큰술,3060003,양념,2
3713,346,안심스테이크,육수,3컵,3060002,양념,3
3714,346,안심스테이크,토마토소스,1큰술,3060003,양념,2
3715,346,안심스테이크,후춧가루,약간,3060003,양념,2
3716,347,파래무침,간장,1큰술,3060003,양념,3
3717,347,파래무침,깨소금,약간,3060003,양념,3
3718,347,파래무침,당근,10g,3060002,부재료,1
3719,347,파래무침,설탕,2큰술,3060003,양념,2
3720,347,파래무침,식초,1과1/2큰술,3060003,양념,2
3721,347,파래무침,참기름,약간,3060003,양념,2
3722,347,파래무침,파래,50g,3060001,주재료,5
3723,348,단호박튀김,계란,1개,3060002,주재료,4
3724,348,단호박튀김,단호박,100g,3060001,주재료,5
3725,348,단호박튀김,밀가루,50g,3060002,주재료,4
3726,348,단호박튀김,식용유,2컵,3060002,주재료,1
3727,348,단호박튀김,튀김가루,50g,3060002,주재료,4
3728,349,해물스파게티,다진마늘,1작은술,3060002,양념,3
3729,349,해물스파게티,밀가루,1큰술,3060002,부재료,1
3730,349,해물스파게티,버터,1큰술,3060002,양념,3
3731,349,해물스파게티,새우,3마리,3060001,주재료,4
3732,349,해물스파게티,샐러리,1대,3060002,부재료,1
3733,349,해물스파게티,소금,약간,3060003,양념,3
3734,349,해물스파게티,스파게티,200g,3060001,주재료,5
3735,349,해물스파게티,양송이버섯,2개,3060002,부재료,1
3736,349,해물스파게티,양파,1/2개,3060002,부재료,1
3737,349,해물스파게티,오레가노,약간,3060003,양념,2
3738,349,해물스파게티,오징어,1/2마리,3060001,주재료,4
3739,349,해물스파게티,올리브유,2큰술,3060002,양념,3
3740,349,해물스파게티,토마토,1개,3060002,부재료,1
3741,349,해물스파게티,파마산치즈,약간,3060003,양념,3
