,Recipe_ID,RECIPE_NM_KO,Ingredient,TF-IDF Value,SCORE,TF-IDF_WEIGHT
4307,408,라조기,마늘,0.14871563000943072,5,0.7435781500471537
4308,408,라조기,피망,0.22705772090129434,1,0.22705772090129434
4309,408,라조기,대파,0.1253671905453872,3,0.3761015716361616
4310,408,라조기,녹말,0.258240662879259,3,0.774721988637777
4311,408,라조기,청주,0.15235893968398825,2,0.3047178793679765
4312,408,라조기,육수,0.2647196842824868,2,0.5294393685649736
4313,408,라조기,닭고기,0.2551727417701356,2,0.5103454835402712
4314,408,라조기,마른고추,0.357468304162499,4,1.429873216649996
4315,408,라조기,튀김가루,0.4283653220500123,1,0.4283653220500123
4316,408,라조기,고춧기름,0.5495645746518623,1,0.5495645746518623
4317,409,양파쌈파이,설탕,0.13516210087576433,3,0.405486302627293
4318,409,양파쌈파이,계피,0.6376101375960098,5,3.188050687980049
4319,409,양파쌈파이,식용유,0.24990147173304253,2,0.49980294346608506
4320,409,양파쌈파이,양파,0.20176032451818673,1,0.20176032451818673
4321,409,양파쌈파이,만두피,0.6870418799444634,1,0.6870418799444634
4322,410,미역수제비,간장,0.10952608026250514,3,0.3285782407875154
4323,410,미역수제비,다진마늘,0.13863349558168425,1,0.13863349558168425
4324,410,미역수제비,다진파,0.22466388371290702,3,0.6739916511387211
4325,410,미역수제비,설탕,0.13111318940982042,2,0.26222637881964084
4326,410,미역수제비,소금,0.0685282445625061,1,0.0685282445625061
4327,410,미역수제비,후춧가루,0.13380215439406964,1,0.13380215439406964
4328,410,미역수제비,깨소금,0.19889521278495037,3,0.5966856383548511
4329,410,미역수제비,마늘,0.24241543143254285,5,1.2120771571627142
4330,410,미역수제비,밀가루,0.32473462377995493,5,1.6236731188997746
4331,410,미역수제비,대파,0.20435606924180477,2,0.40871213848360954
4332,410,미역수제비,미역,0.5994802281068288,2,1.1989604562136575
4333,410,미역수제비,생강,0.3171658939188272,3,0.9514976817564816
4334,410,미역수제비,닭고기,0.4159469336350832,2,0.8318938672701665
4335,411,맑은대구탕,미나리,0.2749517280802749,1,0.2749517280802749
4336,411,맑은대구탕,소금,0.050416530563941894,1,0.050416530563941894
4337,411,맑은대구탕,고추,0.14791668651790632,2,0.29583337303581264
4338,411,맑은대구탕,마늘,0.17834609781726188,4,0.7133843912690475
4339,411,맑은대구탕,다시마,0.26718181052105855,3,0.8015454315631756
4340,411,맑은대구탕,두부,0.23890868924913172,1,0.23890868924913172
4341,411,맑은대구탕,팽이버섯,0.31350616619292526,5,1.5675308309646263
4342,411,맑은대구탕,가쓰오브시,0.45504045726650316,3,1.3651213717995094
4343,411,맑은대구탕,생대구,0.659061171858987,1,0.659061171858987
4344,412,브로콜리베이컨말이,베이컨,0.37345574039514545,2,0.7469114807902909
4345,412,브로콜리베이컨말이,머스터드,0.38261036808844284,5,1.9130518404422143
4346,412,브로콜리베이컨말이,브로콜리,0.431675624406025,5,2.158378122030125
4347,412,브로콜리베이컨말이,케첩,0.40404350501710795,1,0.40404350501710795
4348,412,브로콜리베이컨말이,채소,0.6037757179154348,3,1.8113271537463045
4349,413,쇠고기덮밥,간장,0.14695299996209638,2,0.29390599992419275
4350,413,쇠고기덮밥,다진마늘,0.18600691289355706,1,0.18600691289355706
4351,413,쇠고기덮밥,설탕,0.175916790523249,3,0.5277503715697469
4352,413,쇠고기덮밥,소금,0.09194550828862241,1,0.09194550828862241
4353,413,쇠고기덮밥,쇠고기,0.3352661434282311,5,1.6763307171411554
4354,413,쇠고기덮밥,참기름,0.18885375427230458,3,0.5665612628169138
4355,413,쇠고기덮밥,밥,0.47407205972580146,3,1.4222161791774044
4356,413,쇠고기덮밥,표고버섯,0.41590401156821805,5,2.07952005784109
4357,413,쇠고기덮밥,후춧가루,0.17952462046002188,1,0.17952462046002188
4358,413,쇠고기덮밥,깨소금,0.26686108118537205,2,0.5337221623707441
4359,413,쇠고기덮밥,양파,0.2625960125966996,3,0.7877880377900989
4360,413,쇠고기덮밥,대파,0.2741880049351656,1,0.2741880049351656
4361,413,쇠고기덮밥,청주,0.3332211045350497,2,0.6664422090700994
4362,414,고등어튀김케첩조림,간장,0.08802570249516672,2,0.17605140499033345
4363,414,고등어튀김케첩조림,설탕,0.10537518166011026,5,0.5268759083005513
4364,414,고등어튀김케첩조림,마늘,0.19482837874207729,4,0.7793135149683091
4365,414,고등어튀김케첩조림,양파,0.15729654030347284,3,0.47188962091041853
4366,414,고등어튀김케첩조림,피망,0.29746226164166445,2,0.5949245232833289
4367,414,고등어튀김케첩조림,실파,0.25689701865259423,3,0.7706910559577826
4368,414,고등어튀김케첩조림,녹말,0.33831420188217487,1,0.33831420188217487
4369,414,고등어튀김케첩조림,육수,0.3468021949448143,1,0.3468021949448143
4370,414,고등어튀김케첩조림,생강,0.25490504684179704,2,0.5098100936835941
4371,414,고등어튀김케첩조림,고등어,0.4818000250222724,3,1.4454000750668172
4372,414,고등어튀김케첩조림,케첩,0.4818000250222724,1,0.4818000250222724
4373,415,생굴채소무침,고추,0.1225980417928126,1,0.1225980417928126
4374,415,생굴채소무침,마늘,0.1478189031170518,5,0.739094515585259
4375,415,생굴채소무침,오이,0.19801509997782032,3,0.594045299933461
4376,415,생굴채소무침,실파,0.1949112124037089,1,0.1949112124037089
4377,415,생굴채소무침,양념장,0.45078182175248915,5,2.253909108762446
4378,415,생굴채소무침,배,0.3109222891633222,1,0.3109222891633222
4379,415,생굴채소무침,배추,0.27764041045773125,1,0.27764041045773125
4380,415,생굴채소무침,파슬리가루,0.29038019570698875,3,0.8711405871209663
4381,415,생굴채소무침,굴,0.3553128384492093,1,0.3553128384492093
4382,415,생굴채소무침,생밤,0.546250805055769,1,0.546250805055769
4383,416,생선전,계란,0.2390123659599075,4,0.95604946383963
4384,416,생선전,소금,0.06474549881804889,5,0.3237274940902445
4385,416,생선전,후춧가루,0.12641630154806957,5,0.6320815077403479
4386,416,생선전,식용유,0.22903414686153944,3,0.6871024405846183
4387,416,생선전,밀가루,0.30680933583446995,1,0.30680933583446995
4388,416,생선전,쑥갓,0.4572018715156371,1,0.4572018715156371
4389,416,생선전,대구,0.7530457274978551,2,1.5060914549957103
4390,417,통마늘장아찌,간장,0.17804826454553144,5,0.8902413227276572
4391,417,통마늘장아찌,설탕,0.21314079511927678,5,1.065703975596384
4392,417,통마늘장아찌,마늘,0.3940764314962558,1,0.3940764314962558
4393,417,통마늘장아찌,멸치,0.7401728729220777,2,1.4803457458441553
4394,417,통마늘장아찌,식초,0.4687405479342507,2,0.9374810958685014
4395,418,북어해장국밥,간장,0.09068756629098117,3,0.2720626988729435
4396,418,북어해장국밥,다진마늘,0.11478849868982678,1,0.11478849868982678
4397,418,북어해장국밥,다진파,0.186021637938397,3,0.558064913815191
4398,418,북어해장국밥,소금,0.05674136887462731,3,0.17022410662388193
4399,418,북어해장국밥,콩나물,0.36191736654973045,2,0.7238347330994609
4400,418,북어해장국밥,고추,0.16647308290641957,5,0.8323654145320979
4401,418,북어해장국밥,후춧가루,0.11078814942893811,3,0.33236444828681433
4402,418,북어해장국밥,북어,0.5781601501885263,5,2.8908007509426312
4403,418,북어해장국밥,멸치다시물,0.6599508256704711,2,1.3199016513409423
4404,419,봄동겉절이,다진마늘,0.09748762058581191,3,0.29246286175743574
4405,419,봄동겉절이,다진파,0.15798452865118734,2,0.3159690573023747
4406,419,봄동겉절이,참기름,0.09897967154177906,2,0.19795934308355811
4407,419,봄동겉절이,부추,0.32018004502784775,3,0.9605401350835432
4408,419,봄동겉절이,고춧가루,0.1485152007796006,3,0.4455456023388018
4409,419,봄동겉절이,깨소금,0.13986389767463445,2,0.2797277953492689
4410,419,봄동겉절이,다진생강,0.31146026618533396,5,1.55730133092667
4411,419,봄동겉절이,새우젓,0.39919469859376083,4,1.5967787943750433
4412,419,봄동겉절이,까나리액젓,0.4910200760767537,2,0.9820401521535074
4413,419,봄동겉절이,봄동,0.5604832925997499,2,1.1209665851994999
4414,420,양파전,계란,0.2538842924236901,4,1.0155371696947604
4415,420,양파전,다진마늘,0.13913090481012888,1,0.13913090481012888
4416,420,양파전,다진파,0.22546996516232967,1,0.22546996516232967
4417,420,양파전,소금,0.06877412007124574,3,0.20632236021373723
4418,420,양파전,참기름,0.14126030747970986,1,0.14126030747970986
4419,420,양파전,고추,0.20177588273793204,2,0.4035517654758641
4420,420,양파전,후춧가루,0.13428222904054762,1,0.13428222904054762
4421,420,양파전,깨소금,0.19960883768431248,5,0.9980441884215624
4422,420,양파전,양파,0.19641861833929902,3,0.589255855017897
4423,420,양파전,밀가루,0.32589975344783145,5,1.6294987672391572
4424,420,양파전,두부,0.32589975344783145,2,0.6517995068956629
4425,420,양파전,다진쇠고기,0.7007665901986287,2,1.4015331803972575
4426,421,꽃상추쌈,간장,0.09047415918485248,2,0.18094831836970496
4427,421,꽃상추쌈,고추장,0.24155139711777424,2,0.48310279423554847
4428,421,꽃상추쌈,다진마늘,0.11451837697056427,2,0.22903675394112855
4429,421,꽃상추쌈,다진파,0.18558388951208707,3,0.5567516685362612
4430,421,꽃상추쌈,설탕,0.1083062184044829,1,0.1083062184044829
4431,421,꽃상추쌈,참기름,0.11627108416362097,3,0.3488132524908629
4432,421,꽃상추쌈,밥,0.2918706729892279,2,0.5837413459784558
4433,421,꽃상추쌈,깨소금,0.16429764581624512,5,0.8214882290812255
4434,421,꽃상추쌈,상추,0.393372767270501,5,1.966863836352505
4435,421,꽃상추쌈,다진양파,0.5109209043950895,3,1.5327627131852686
4436,421,꽃상추쌈,다진쇠고기,0.5767996165500474,2,1.1535992331000948
4437,422,돼지고기우엉말이조림,간장,0.1083326847421312,3,0.3249980542263936
4438,422,돼지고기우엉말이조림,돼지고기,0.33183971974600546,3,0.9955191592380164
4439,422,돼지고기우엉말이조림,설탕,0.12968458087632223,2,0.25936916175264446
