,Unnamed: 0,Ingredient,Similar Ingredient,Word2Vec Value
553,553,국수,다진마늘,0.8729729056358337
1574,1574,고구마,간장,0.8724894523620605
554,554,국수,소금,0.8723528385162354
403,403,완두콩,무,0.8720347285270691
404,404,완두콩,대파,0.8712520003318787
1430,1430,닭고기,다진마늘,0.8704451322555542
1431,1431,닭고기,설탕,0.8693639039993286
1620,1620,쪽파,설탕,0.8692335486412048
1432,1432,닭고기,간장,0.8690499067306519
1310,1310,와사비,설탕,0.8676548600196838
1050,1050,빵가루,간장,0.8672550916671753
1621,1621,쪽파,당근,0.8669408559799194
1622,1622,쪽파,후춧가루,0.8665491938591003
1433,1433,닭고기,후춧가루,0.8659850358963013
1051,1051,빵가루,밥,0.8658656477928162
1311,1311,와사비,참기름,0.8656334877014159
1312,1312,와사비,간장,0.8651514053344727
1434,1434,닭고기,육수,0.8649978637695312
780,780,레몬즙,참기름,0.8646214008331299
1313,1313,와사비,실파,0.8646120429039001
1623,1623,쪽파,김치,0.8642494678497314
781,781,레몬즙,식용유,0.8641360998153687
1314,1314,와사비,다진마늘,0.8640642166137695
1624,1624,쪽파,간장,0.863897442817688
280,280,당면,설탕,0.8638184666633606
1052,1052,빵가루,당근,0.8637707233428955
782,782,레몬즙,소금,0.8630878329277039
140,140,팥,깨소금,0.8630139231681824
1350,1350,마른고추,느타리버섯,0.8627208471298218
1053,1053,빵가루,두부,0.8621965646743774
1054,1054,빵가루,후춧가루,0.8621041774749756
141,141,팥,소금,0.8618680238723755
142,142,팥,후춧가루,0.8616899847984314
143,143,팥,설탕,0.8612545728683472
783,783,레몬즙,깨소금,0.8597865104675293
784,784,레몬즙,밥,0.8591193556785583
144,144,팥,간장,0.8590317964553833
281,281,당면,간장,0.8589600324630737
282,282,당면,홍고추,0.8575766086578369
1351,1351,마른고추,참기름,0.8573172092437744
283,283,당면,밥,0.8573047518730164
1352,1352,마른고추,실파,0.8568101525306702
1353,1353,마른고추,표고버섯,0.8565990328788757
1354,1354,마른고추,간장,0.8555831909179688
284,284,당면,통깨,0.8550188541412354
1120,1120,배추,다진마늘,0.8532751798629761
1121,1121,배추,설탕,0.8523027896881104
1122,1122,배추,고춧가루,0.8521876335144043
1123,1123,배추,홍고추,0.8513634204864502
150,150,콩,물,0.8513094186782837
1124,1124,배추,참기름,0.8512978553771973
151,151,콩,간장,0.8512392640113831
152,152,콩,후춧가루,0.8486324548721313
1280,1280,참치,느타리버섯,0.8475969433784485
153,153,콩,소금,0.8471540808677673
154,154,콩,참기름,0.8471258878707886
1281,1281,참치,참기름,0.8458508253097534
1282,1282,참치,홍고추,0.8454731702804565
1283,1283,참치,설탕,0.8437941074371338
1284,1284,참치,간장,0.8425506949424744
1180,1180,단무지,참기름,0.8350127935409546
1181,1181,단무지,청고추,0.8330211043357849
1182,1182,단무지,소금,0.8315865993499756
1183,1183,단무지,다진마늘,0.8310773372650146
1184,1184,단무지,다진파,0.8310690522193909
1010,1010,목이버섯,다진마늘,0.8283404111862183
1011,1011,목이버섯,간장,0.827804684638977
800,800,방울토마토,김치,0.8271355032920837
970,970,고추,설탕,0.8267374038696289
1012,1012,목이버섯,후추,0.8263166546821594
971,971,고추,양파,0.8256553411483765
801,801,방울토마토,후춧가루,0.8244885802268982
972,972,고추,후춧가루,0.8242638111114502
802,802,방울토마토,고춧가루,0.8240697383880615
1013,1013,목이버섯,소금,0.82399982213974
803,803,방울토마토,물,0.8239426016807556
973,973,고추,다진마늘,0.8234521150588989
1014,1014,목이버섯,감자,0.8230592012405396
974,974,고추,실파,0.8230354785919191
1500,1500,브로콜리,홍고추,0.8225783109664917
1501,1501,브로콜리,소금,0.8218427300453186
1502,1502,브로콜리,깻잎,0.8208975791931152
804,804,방울토마토,다진마늘,0.8208818435668945
1503,1503,브로콜리,돼지고기,0.8206096887588501
1504,1504,브로콜리,다진마늘,0.8206088542938232
1060,1060,돼기고기,녹말가루,0.8200276494026184
560,560,겨자,다진마늘,0.8193674087524414
1061,1061,돼기고기,팽이버섯,0.8191680312156677
1062,1062,돼기고기,홍고추,0.8188429474830627
1063,1063,돼기고기,대파,0.8187202215194702
1064,1064,돼기고기,다진마늘,0.8172557950019836
561,561,겨자,다시마,0.8172387480735779
562,562,겨자,표고버섯,0.8170037269592285
563,563,겨자,설탕,0.816564679145813
564,564,겨자,고춧가루,0.8163148164749146
1580,1580,모짜렐라치즈,설탕,0.8133987188339233
1020,1020,월계수잎,고춧가루,0.8115501403808594
1021,1021,월계수잎,참기름,0.8099293112754822
1022,1022,월계수잎,다진마늘,0.8095160126686096
1170,1170,배춧잎,설탕,0.808302640914917
1581,1581,모짜렐라치즈,홍고추,0.8079303503036499
1171,1171,배춧잎,간장,0.8076227903366089
1172,1172,배춧잎,무,0.8075783848762512
1023,1023,월계수잎,설탕,0.807485818862915
1582,1582,모짜렐라치즈,소금,0.8074814081192017
1024,1024,월계수잎,고추장,0.806402325630188
1173,1173,배춧잎,식용유,0.8063817024230957
1583,1583,모짜렐라치즈,청고추,0.8058248162269592
1174,1174,배춧잎,후춧가루,0.8055882453918457
1584,1584,모짜렐라치즈,고춧가루,0.8055139780044556
1230,1230,어묵,다진마늘,0.8003491163253784
930,930,실고추,마요네즈,0.7964199781417847
1231,1231,어묵,찹쌀,0.7962796688079834
1232,1232,어묵,후춧가루,0.7961211204528809
1233,1233,어묵,소금,0.7951315641403198
1234,1234,어묵,생강,0.7942013740539551
710,710,만두피,대파,0.7916004061698914
931,931,실고추,무,0.791499137878418
711,711,만두피,간장,0.7906814813613892
712,712,만두피,설탕,0.7898495197296143
713,713,만두피,홍고추,0.7891682982444763
714,714,만두피,소금,0.7891422510147095
932,932,실고추,계란,0.7890765070915222
1140,1140,배추김치,물,0.7886353731155396
933,933,실고추,오이,0.7872809171676636
934,934,실고추,육수,0.7871959209442139
1290,1290,꽁치,마늘,0.7868707776069641
1291,1291,꽁치,홍고추,0.7860201597213745
1141,1141,배추김치,다진마늘,0.7849053144454956
1292,1292,꽁치,밀가루,0.7845234870910645
1293,1293,꽁치,식초,0.7840672135353088
1294,1294,꽁치,간장,0.7840563058853149
1142,1142,배추김치,실파,0.7825883626937866
1143,1143,배추김치,밥,0.7825847864151001
880,880,꼬치,다진마늘,0.781410813331604
881,881,꼬치,양배추,0.7808327674865723
1144,1144,배추김치,참기름,0.7807893157005309
882,882,꼬치,육수,0.7781783938407898
883,883,꼬치,무,0.7780948281288147
884,884,꼬치,홍고추,0.7780516743659973
740,740,미역,청주,0.771185040473938
741,741,미역,생강,0.7691975235939026
742,742,미역,대파,0.7675449252128601
743,743,미역,오이,0.7649041414260864
744,744,미역,깻잎,0.7639191150665283
1510,1510,들기름,무,0.7606849670410156
1511,1511,들기름,생강,0.7576761841773987
1512,1512,들기름,진간장,0.7553064823150635
1513,1513,들기름,후춧가루,0.7524133920669556
1514,1514,들기름,참기름,0.7514933347702026
1390,1390,소면,후춧가루,0.7334008216857909
1391,1391,소면,다진생강,0.7333347797393799
1392,1392,소면,깻잎,0.7331477999687195
1393,1393,소면,맛술,0.7330521941184998
1394,1394,소면,다진마늘,0.7314311265945435
1590,1590,조미술,낙지,0.7134271860122681
1591,1591,조미술,표고버섯,0.7114385366439819
1592,1592,조미술,대파,0.7095565199851991
1593,1593,조미술,참기름,0.7089629173278809
1594,1594,조미술,다진마늘,0.7083576917648315
950,950,다진양파,대파,0.7026681303977966
951,951,다진양파,참기름,0.6981112957000732
952,952,다진양파,마늘,0.6961833834648132
953,953,다진양파,소금,0.6950862407684326
954,954,다진양파,식용유,0.6944710612297058
1610,1610,단호박,고추장,0.6040300130844116
1611,1611,단호박,참기름,0.6006948947906494
1612,1612,단호박,식초,0.5998906493186951
1613,1613,단호박,양파,0.5995732545852661
1614,1614,단호박,팽이버섯,0.5990769863128662
1470,1470,사과,새우,0.5877610445022583
1471,1471,사과,마늘,0.5850116014480591
1472,1472,사과,굴소스,0.5838017463684082
1473,1473,사과,오이,0.58144211769104
1474,1474,사과,미나리,0.5785154104232788
1270,1270,말린표고버섯,가지,0.5580919981002808
1271,1271,말린표고버섯,밥,0.5536736845970154
1272,1272,말린표고버섯,간장,0.5521324276924133
1273,1273,말린표고버섯,밀가루,0.5518614649772644
1274,1274,말린표고버섯,양파,0.5504481196403503
